"Refmet","C1_HOMBRE","C2_HOMBRE","C3_HOMBRE","C4_HOMBRE","C5_HOMBRE","C6_HOMBRE","C1_MUJER","C2_MUJER","C3_MUJER","C4_MUJER","C5_MUJER","C6_MUJER","ET1_HOMBRE","ET2_HOMBRE","ET3_HOMBRE","ET4_HOMBRE","ET5_HOMBRE","ET6_HOMBRE","ET1_MUJER","ET2_MUJER","ET3_MUJER","ET4_MUJER","ET5_MUJER"
"Heneicosenoic acid",-0.001490593,-0.14175987,0.262042045,0.166612625,-0.163173675,NA,0.83291625,-0.26143551,0.6497717,-0.339139946,0.294044495,0.63334845,-0.52271653,-0.204382895,0.21992016,NA,-0.252928735,0.24682903,0.005373955,0.1012201275,NA,NA,-0.0307588575
"Heneicosylic acid",NA,-0.10126495,0.023708344,-0.10409737,-0.1421299,-0.079776764,0.40062332,0.056583405,0.17654991,-0.3012848,0,0.20295143,-0.4049263,0.5420475,0,1.1089191,0.15199852,0.51026344,-0.22009277,-0.49116707,NA,NA,-0.3763199
"Heptadecenoic acid",0.77508545,0.27239037,0.07353592,0.3636303,0.88751984,0.6966362,-0.14931679,-0.17298698,-0.40463448,-0.252203,-0.40880013,-0.28775978,-0.39781952,1.0725937,-0.6142254,1.19767,0.25034142,0.53915405,-0.51091766,0,-0.9097252,0.45258713,-0.46058655
"Hexadecadienoic acid",7.38513803,7.088514635,NA,-0.315976128,6.949294,-0.398927685,7.4269495,NA,5.83474968,-0.60963441,-0.651989935,-0.331054685,7.273438045,7.176110625,0.11369419,0.46334075,-0.57897948,0.630763993,-0.59583567,0.64259719,5.9191356,0.000779154999999976,6.83783584
"Hexadecatetraenoic acid",-0.05187416,0.09778786,-0.04043579,-0.002803803,-0.09518242,0.15646744,NA,0.09242821,0.41767693,-0.08913994,0.37979698,0.2747898,-0.013742447,0.13733864,-20.271406,0.8179989,-20.551405,0.6437702,0,NA,-0.11573601,0.41308975,0.1359539
"Hexadecenoic acid",0.1089754,0.021969795,0.0826494999999987,0.10614776,0.05447007,0.222284499999999,0.056300165,-0.1261692035,-0.14121914,NA,-0.209884645,0.0066041945,0.21551132,0.4743765,0.44782257,0.897917,-0.0906805000000013,0.950941065,-0.22274399,1.3082905,-0.266755102,0.58866785,NA
"HexCer 24:0;O2/18:1",-0.4034462,22.46542,0.14276314,-0.10410118,22.51419,-0.10182762,0.11260033,-0.27529907,-0.02999115,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,-0.07448578,1.4368935,NA,0.0783577,-0.23393631
"HexCer 34:1;O2",0,-0.31845856,-0.6335659,-0.25601768,0.34848404,0.45025826,-0.7969036,-0.16489983,-0.48421288,0.19532585,0.025112152,-0.41241646,1.166296,0.38233185,0.669096,-0.6196308,0.31183815,-0.10993767,-0.8734741,NA,0.7391548,0.899662,0.04301262
"HexCer 38:1;O2",-0.93733025,18.150778,17.644585,17.588112,17.717573,-0.63571167,18.290981,17.849659,18.048666,-0.9884453,-0.76758957,17.980345,-0.81843567,-0.48854637,-0.53388405,0,-0.8138828,-0.042699814,-0.6083698,0.9030094,17.59807,18.165314,-0.76782036
"HexCer 40:1;O2",20.19402,-0.62809753,-0.3484211,-0.5952854,-0.97473145,21.29788,-0.3785839,-0.7664833,-0.5211754,-0.94574547,20.426863,21.194347,20.210476,-0.44584656,20.326824,0.042699814,-0.771183,0,20.451073,21.03623,20.712053,20.450481,NA
"HexCer 41:2;O2",-0.37345505,-0.10692215,0.17275429,-0.07411003,NA,-0.07183647,0.14259148,-0.24530792,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"HexCer 42:1;O2",0.006093979,-22.196037,0.1995678,-22.163225,-22.542671,0.9643383,-21.946524,0.41018677,-0.015556335,0.19712257,-22.29283,0.601017,-22.343676,-22.013786,0.8694458,0.3712654,-22.339123,0.72211456,0,-20.62223,-22.546661,0.99380684,0.25299072
"HexCer 42:2;O2",-0.7393036,0.3048935,-0.09815979,-0.2558155,-0.004888535,0.41213417,0.12573433,-0.46775055,0,-0.41875076,-0.49772072,0.3898716,0.20295334,-0.29789352,0.54907036,0.80976486,-0.5125103,0.8825302,-0.12817383,0.90481377,0.073431015,0.74970627,-0.011571884
"HexCer 42:3;O2",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,NA,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,1.5113792,-0.4130516,NA,-0.15945053
"Linoleic acid",-0.20396042,-0.58875465,-0.6515198,-1.0765572,-1.0441093,-0.8882427,0,0.11980438,NA,0.34143448,0.0766716,0.22327042,0.031593323,0.05773163,0.49795341,0.30857468,-0.043224335,0.8092365,-0.3795147,1.2500381,-0.06211281,0.5932045,-0.2740097
"LPC 0:0_16:0",0.0921402,0.36731339,-0.25225067,-0.2554989,NA,-0.1440239,0.6805897,-0.9548645,-0.526947,-0.02599144,0.4788971,0.05886078,-0.10889244,-0.50982094,-0.28661156,0,NA,-0.02538681,NA,0.5143757,0.37469864,0.58470345,0.633091
"LPC 0:0_18:0",NA,0.3539238,-0.12078667,-0.12942505,0.117155075,-0.015399933,0.7849617,-1.1077213,-0.46025276,-0.34371376,0.6598644,0.40701294,-0.19512177,-0.050828934,-0.11536598,-0.019752502,NA,0,0.6371403,0.61180115,0.3124714,0.35587502,0.4254589
"LPC 0:0_18:1",-22.779367,0.8667221,0,-0.13342285,0.41277695,-22.34122,0.7547684,-1.1376915,-0.26966095,-22.222385,-21.837492,0.3388977,-22.48911,-0.3162918,-22.384714,1.2830276,0.37317276,0.762228,0.43102837,0.66794395,NA,0.65908813,0.81196976
"LPC 0:0_18:2",0.23419571,0.717226,0.5063629,0.20672035,0.40605736,NA,1.138689,-21.765661,-0.025472641,-21.669971,0.54335594,0.7601757,-21.936697,-0.5936985,-21.8323,0,1.2346344,-20.880257,-20.964334,0.24973106,0.044376373,-20.251457,-21.809536
"LPC 14:0_0:0",NA,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,-0.29690742,0.08798599,1.032341,-0.56363297,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,-0.13009453,1.1216068,NA
"LPC 15:0_0:0",20.07615,19.903513,19.549587,19.496502,-0.4928074,-0.90855026,0.22554588,-0.8854046,-0.7192173,NA,-0.4048214,0.5395336,19.442476,-0.93486595,19.197655,-0.25528336,-0.04850006,0,-0.084077835,-0.19937134,-0.6229019,0.62879944,NA
"LPC 16:0_0:0",-0.4818039,NA,NA,20.914381,21.024496,20.96363,0.03424263,-0.35365677,-0.3143959,-0.53291893,-0.31206322,-0.01818657,21.019863,21.427486,-0.0783577,NA,21.416162,0.41282654,-0.15284348,NA,-0.5658951,0,-0.52445793
"LPC 16:1_0:0",20.969402,-0.31296158,-0.4294777,-0.6173706,-0.23752403,19.933462,0.48082924,-0.63012123,-0.46393394,-0.53443146,-0.14953804,0.794817,20.827547,-0.6795826,-0.6967602,0,0.2067833,21.7407,0.17120552,21.542458,-0.36761856,0.8840828,23.55487
"LPC 17:0_0:0",-0.433296206,0.291549677,-0.0309124,-0.09877014,0.33936025,-0.061312675,0.44726087,-10.9249236,-0.35406017,NA,0.095384595,-9.4999855,-0.281816485,-0.69880868,-0.281120303,-0.118054385,0.676961915,NA,NA,0.210644725,-0.402073865,0.3442974,NA
"LPC 18:0_0:0",-0.30161858,0,0.24459076,-0.00227356,-0.052625656,NA,0.21442795,-0.8675041,-0.6688576,-0.3527336,-0.1318779,0.16199875,-0.182724,NA,0.10182762,0.49499893,0.4749031,0.15475464,0.027341843,NA,0.08797836,0.18018532,NA
"LPC 18:1_0:0",-0.32943058,0.214878081,-0.04795742,-0.18552113,-0.1477308325,-0.29162407,0.107213975,-0.709189425,-0.46040249,-0.5347948,-0.26169014,0.085865975,-0.279180525,NA,-0.46071434,0.708058355,0.06195545,0.388138775,0.1042537715,NA,-0.168192862,0.34013461,0.326451305
"LPC 18:2_0:0",-0.2298955895,11.18485448,0.217422485,10.913336,-0.13646317,NA,0.133888245,-0.68202875,-0.31478309,-0.71159648,-0.381214145,0.2973032,10.0135868,-0.416542055,-0.5643129135,0.30313301,11.87804125,10.62160392,-0.007197377,NA,-0.2826223315,-0.083387375,NA
"LPC 19:0_0:0",-0.85388947,NA,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,-0.29690742,0.08798599,1.032341,NA,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,-0.13009453,1.1216068,-0.43647194
"LPC 20:0_0:0",-0.94187546,-0.16342354,NA,-0.46783257,-0.08798599,-0.50372887,0.6303673,-0.4805832,-0.3143959,-0.38489342,0,0.944355,-0.65161896,20.13259,-0.54722214,0.14953804,21.475,0.4048214,0.32074356,0.20545006,-0.21808052,1.0336208,NA
"LPC 20:3_0:0",NA,0.004637715,-0.290586475,-0.396146775,-0.071516035,-0.3260746,0.396338475,-0.79169465,-0.6280985,-0.34106636,0.06877327,0.61792755,-0.41424084,-0.378094675,-0.37975979,0.08539772,NA,0.2024107,0.37468243,0.41089535,10.966323815,0.75331877,11.3627478935
"LPC 20:5_0:0",NA,1.0945282,0.87111473,0.657217,0.7946949,0,-20.025984,-0.41526413,-0.005260468,-21.041245,-20.656351,1.1851692,-21.30797,-0.4953289,-21.203573,0.5924015,1.8750782,0.17295456,-20.335608,0.71069145,0.6872711,-19.62273,1.183712
"LPC 22:6_0:0",-0.52637768,NA,0.077694895,-0.139683721,-0.13948345,-0.1564950965,0.51776695,-0.231657985,-0.025910377,-0.273444175,0.02943039,0.6485462,-0.32180214,-0.096070292,-0.12732792,0.48799418,NA,0.59428595,0.26941205,NA,-0.2065258,0.70227244,-0.232913965
"LPE 16:0",-0.4034462,-0.1369133,0.14276314,NA,-0.4835472,-0.10182762,0.11260033,-0.27529907,NA,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,NA,1.4368935,-0.48753738,0.0783577,-0.23393631
"LPE 18:0",NA,-0.022802353,-0.014480591,-0.10915947,0.044813156,NA,-0.62817764,-0.039793015,-0.4408188,0,-0.46456146,-0.16743088,0.109464645,0.58321,0.277977,0.32736206,0.57512856,NA,0.04765892,NA,0.7124672,0.034116745,1.2258892
"LPE 18:1",9.122766475,-0.313333525,-0.231753355,8.973315985,9.14952097,-0.465943335,0.20831871,NA,-0.33535862,-0.582892415,-0.28001785,0.33909799,-0.631250385,9.032891415,8.962562575,0.17854595,-0.125003815,0.28483773,-0.040036202,0.65800666,9.48879907,0.392824175,NA
"Margaric acid",-0.1592483535,-0.0548477175,0.119873047,0,-0.10843277,NA,0.35206795,0.0859766,0.165950775,NA,0.187371255,0.2108421375,-0.31935692,0.416604995,0.291399,-0.566211715,-0.44929218,0.528413775,-0.7733717,-1.210286125,-0.386743545,0.154824255,-0.209492685
"MGDG 2:0_20:0",-0.30161858,-0.035085678,0.24459076,-0.00227356,-0.3817196,0,0.21442795,-0.17347145,0.07183647,-0.3527336,-0.1318779,NA,-0.182724,0.1471653,18.608444,0.63571167,-0.17817116,19.689648,0.027341843,1.5387211,-0.38570976,NA,-0.13210869
"Nonadecatetraenoic acid",-0.1511879,-0.32848167,-0.10249519,-0.08836174,NA,0.15093422,0,0.02639389,0.31103516,-0.24562263,0.10300827,0.32852554,NA,0.34624863,0.35608864,NA,0.183815,0.39743805,NA,-0.11274147,-0.22697449,NA,-0.03583336
"Nonadecenoic acid",0.22719574,-0.4317894,0.4151516,0.06587982,0.10804176,-0.10970116,-0.28773117,1.3101845,0.80392265,NA,0.45606804,0.6316204,0.2599678,-0.07938385,0,0.37709236,-0.5148754,NA,-0.124111176,-16.013819,0.72825813,-17.372355,-0.3792019
"Nonadecylic acid",NA,-0.011096954,NA,0.16221428,-0.063735009,-0.101009367,0.34716034,-0.1079216,0.259773255,0.077991488,0.2472353,NA,NA,0.38791275,-9.72976598,-9.0486623,-9.8599722,-9.19163152,-0.110887525,0.07703781,-0.31217003,NA,NA
"Octadecenoic acid",-1.04414655,-0.153157235,0.087693215,-0.05205059,-0.81773855,0.110479355,-0.088794705,-0.527870185,11.87080172,-0.628158565,11.46993168,11.701806115,NA,0.1965570385,0.032359125,NA,-0.00330448,0.320810315,-0.401815415,0.7218122665,-0.686816215,-0.33716583,NA
"OxPC 18:1_18:3+1O",-0.46361732,-0.19708443,0.08259201,-0.16427231,-0.54371834,-0.16199875,0.0524292,-0.3354702,-0.09016228,18.94457,18.69623,0,NA,-0.01483345,-0.060171127,0.47371292,-0.3401699,0.4310131,17.314734,19.190817,NA,18.357153,17.532274
"OxPC 18:1_20:3+1O",-0.36620331,-0.09967041,0.18000603,-0.066858291,-0.446304315,-0.0645847315,0.149843215,-0.238056185,0.00725174,8.372310775,NA,8.98416445,NA,0.0825805665,0.03724289,0.571126925,-0.24275589,0.528427115,-0.03724289,NA,-0.45029449,0.11560059,-0.19669342
"PA 2:0_16:3",-0.50357246,-0.04646492,-0.092069626,0,-0.45799828,NA,0.4182396,0.13196754,0.21301651,-0.14538383,-0.13729095,0.3595562,0.009279251,0.14710808,0.12388039,0.39023018,-0.17281914,0.54406357,-0.046272278,NA,-0.18395042,0.28020668,-0.06602287
"PC 14:0_16:0",NA,-0.27967644,0,-0.24686432,NA,-0.24459076,20.582039,21.235626,20.730246,20.36988,-0.37646866,-0.08259201,-0.42731476,-0.09742546,-0.14276314,0.3911209,-0.42276192,NA,22.023008,1.2941303,21.092865,-0.06440544,22.01422
"PC 14:0_16:1",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,1.5113792,-0.4130516,0.15284348,NA
"PC 14:0_18:2",0.0852356,-10.47508929,-0.21473885,-10.6108873,12.121696545,1.4858585,0.47088432,NA,-0.04556751,-0.13386917,-10.44177352,-9.8226575,-10.793006,-10.5672743,-0.03249645,-9.98321,0.28669262,0.53927708,0.39867021,-9.503748991,NA,-9.7689316,0.4626465
"PC 14:0_20:4",19.347149,-0.62809753,17.183174,-0.5952854,-0.97473145,-0.59301186,NA,20.207363,19.028948,18.662882,18.063704,17.229477,-0.77573586,-0.44584656,-0.49118423,0.042699814,-0.771183,0,19.32155,0.9457092,-0.9787216,-0.41282654,19.534273
"PC 14:0_22:6",-0.4034462,-0.1369133,0.14276314,-0.10410118,-0.4835472,-0.10182762,0.11260033,18.14723,17.093777,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,NA,1.4368935,-0.48753738,0.0783577,-0.23393631
"PC 14:1_20:2",-0.85388947,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,NA,0.08798599,1.032341,NA,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,NA,-0.13009453,1.1216068,-0.43647194
"PC 15:0_20:4",-0.4034462,-0.1369133,0.14276314,-0.10410118,-0.4835472,-0.10182762,0.11260033,-0.27529907,-0.02999115,-0.45456123,-0.23370552,0.060171127,19.061363,0.045337677,0,17.526735,19.519524,0.49118423,-0.07448578,1.4368935,NA,0.0783577,-0.23393631
"PC 16:0_16:1",23.356197,20.976158,0.030162811,-0.21670151,-0.59614754,-0.21442795,0,-0.3878994,-0.14259148,-0.56716156,-0.34630585,-0.0524292,-0.39715195,-0.06726265,23.42049,23.79012,-0.3925991,24.44421,23.549032,NA,23.549814,23.709827,NA
"PC 16:0_18:0",0.43510056,0.58187103,0.85232925,-19.842014,-0.15452766,-19.83974,-19.625313,-20.013212,-19.767904,-20.192474,-19.971619,NA,0.73768234,0.83247375,1.0606594,0.90592766,-20.017912,-19.246729,0.9406071,NA,0,0.8654766,1.0406551
"PC 16:0_18:1",NA,-0.0281972885,-0.0892086015,-0.275092125,-0.112412452,-0.24797821,0.458540908,NA,-0.0792131445,-0.095178605,0.0511865625,0.55388925,-0.1961202625,-0.164717675,-0.00996207999999998,NA,0.1426716,NA,0.450639725,NA,NA,0.8955765,-0.04231072
"PC 16:0_18:2",-26.22265,-0.059734344,-25.676441,-0.015750885,-0.10379028,0.06409073,0.34326935,-26.094503,0.2349701,-1.1016273,-26.05291,0.27285004,0,-25.773867,0.5624218,0.5589466,0.31194878,-25.32802,0.3740902,NA,NA,0.3722744,0.09406662
"PC 16:0_18:3",NA,-0.121917725,0.157758715,NA,NA,-0.086832045,9.95963474,-0.260303495,-0.014995575,-0.439565655,10.186675315,10.04785614,-0.269556045,0.0603332535,0.014995575,0.548879625,-0.265003205,0.506179815,NA,1.45188905,-0.472541805,0.093353275,-0.218940735
"PC 16:0_20:3",-24.647459,0.1582737,0.10269165,-24.348114,-24.72756,-24.34584,0.83548164,-24.519312,-24.274004,-24.698574,0.3264885,0,-24.528564,0.9296055,-24.244013,0.42108345,-24.524012,0.9368458,0.27882004,0.6505966,NA,0.8496723,0.38965607
"PC 16:0_20:4",-0.37806417,0.079564095,-0.062109947,-0.200671195,NA,-0.0734577185,0.461728085,0.065141675,0.090602876,NA,0.1328830745,0.569492357,NA,0.063905715,0.03724384,0.20054435,NA,0.392543795,0.352855675,-13.17615295,-0.27924538,0.79662895,NA
"PC 16:0_20:5",12.9230051985,-0.38525677,-0.2948589265,13.455701,-0.043593405,12.908051575,0.416690825,-0.628022195,-0.122215275,-0.55060674,-0.16037178,-0.258120525,13.277792015,-0.24427985,-1.05944635,13.96419985,-0.602209113,0.1090564725,0.23928261,NA,-1.2248316,0.11031438,-0.99130725
"PC 16:0_22:4",NA,-0.24951363,0.030162811,-0.21670151,NA,-0.21442795,0,20.990253,-0.14259148,20.248371,-0.34630585,19.96519,-0.39715195,NA,-0.11260033,0.42128372,-0.3925991,0.3785839,20.916977,1.3242931,21.375757,-0.03424263,-0.34653664
"PC 16:0_22:6",13.2072335,-0.109518065,13.426122545,13.463796111,13.590012365,-0.35267353,0.103874205,-0.352016435,NA,-0.26292801,-0.06244087,0.118206035,-0.50397015,-0.36855698,-0.36827947,NA,-0.10570145,-0.09685707,-0.080950737,0.25075626,NA,0.382489205,-0.741027835
"PC 16:0/16:0",-0.06929016,-0.3270378,-0.07609367,-0.50707436,-0.3298149,-0.4603119,0.17752266,0,0.09747505,0.14323616,-0.12914085,-0.018032074,0.26368904,-0.063690186,0.8477764,0.36663055,-0.24912262,0.8962288,0.46245575,0.5826912,NA,0.5631523,0.5962181
"PC 16:1_18:2",-0.44878387,-0.18225098,0.09742546,-0.14943886,-0.5288849,-0.1471653,0.06726265,-0.32063675,-0.07532883,NA,-0.2790432,0.01483345,-0.3298893,0,22.181654,0.48854637,21.047508,0.44584656,-0.119823456,1.3915558,-0.53287506,0.03302002,NA
"PC 16:1_20:4",NA,-0.215271,0.06440544,-0.18245888,NA,-0.18018532,19.326874,-0.35365677,19.54832,-0.53291893,-0.31206322,-0.01818657,19.175226,19.782145,18.354214,0.45552635,-0.35835648,0.41282654,-0.15284348,1.3585358,-0.5658951,0,NA
"PC 17:0_18:1",-0.28636836,-0.0033779145,NA,-0.05438805,0.040678978,-0.128448487,0.19646739,-0.631726275,-0.03047562,0.1249094,-0.13391781,0.70121095,NA,-0.151293755,-10.5782473,0.146029473,-0.038242325,-9.856633035,NA,NA,-0.156106951,0.6231203215,-0.1805172
"PC 17:0_18:2",9.79250979,NA,10.13953896,-0.312450401,-0.69189644,-0.3101768515,-0.0957489,9.79298685,NA,9.686296275,-0.44205475,9.72574995,NA,-0.163011552,-0.208349225,0.325534807,-0.488348,0.282835,-0.282835,NA,8.4725912,-0.12999153,9.179886735
"PC 17:0_20:4",-0.46361732,-0.19708443,0.08259201,-0.16427231,-0.54371834,-0.16199875,0.0524292,20.036379,19.305077,20.295706,20.001669,0,-0.34472275,NA,-0.060171127,0.47371292,-0.3401699,0.4310131,-0.1346569,NA,-0.5477085,0.01818657,-0.29410744
"PC 18:0_18:1",-0.03720665,-0.030208588,-0.16830444,-0.07781029,NA,-0.27742386,0.043497086,0.11723518,0.09974861,NA,-0.1565628,0.07683945,-0.24572945,0.09810066,NA,1.3748169,-0.6448231,1.2700024,0.4898281,NA,NA,0.34389496,0.35777283
"PC 18:0_18:2",NA,-0.17865372,0.5660324,0.24838829,0.04642296,0,0.40397453,-25.611183,-25.365875,-25.790445,0.4016266,-25.275713,NA,0.47545624,1.0189705,0.660017,0.49327087,1.0813427,-25.41037,1.236042,-25.823421,-25.257526,-0.8814926
"PC 18:0_20:2",-0.19182968,-0.4261303,0.10125351,-0.58122253,-0.51000595,-0.24907303,0.4061489,0.40883636,-0.09751701,-0.044921875,-0.12296677,0,-0.7657604,0.3329277,0.3688717,0.25325012,-0.67344284,0.9105587,0.436512,NA,0.28712845,-0.006656647,0.14689827
"PC 18:0_20:3",-1.0914135,-0.31296158,-0.4294777,-0.6173706,-0.23752403,-0.6532669,0.48082924,-0.63012123,-0.46393394,NA,-0.14953804,0.794817,26.11956,26.381292,-0.6967602,0,26.89798,0.25528336,0.17120552,0.055912018,-0.36761856,0.8840828,NA
"PC 18:0_20:4",-0.836541165,-0.314048765,-0.232468605,NA,-0.449646952,12.019308835,12.5387609,12.101493675,12.165221315,12.09072106,12.35528927,NA,-0.63196564,-0.40623379,-0.437491415,NA,NA,0.284122465,12.36281205,12.7810418,11.840541009,0.39210893,-0.54307747
"PC 18:0_20:5",-0.46361732,-0.19708443,0.08259201,21.945917,21.596762,21.582436,0.0524292,-0.3354702,22.006958,-0.51473236,21.735699,0,-0.34472275,-0.01483345,-0.060171127,0.47371292,-0.3401699,0.4310131,-0.1346569,NA,-0.5477085,0.01818657,-0.29410744
"PC 18:0_22:4",NA,-19.615929,-19.336252,-19.583117,NA,-19.580843,0,0.76200485,-19.509007,-0.24068451,-19.71272,-0.009841919,0.15319824,0.47782326,-19.479015,-18.945131,0.4169674,0.7409172,0.1781292,1.4451561,0.6079941,1.0480747,1.2892609
"PC 18:0_22:5",-0.4034462,NA,-0.06185913,-0.24975204,-0.4835472,-0.28564835,0.11260033,-0.26250267,-0.096315384,NA,-0.23370552,0.060171127,NA,0.045337677,0,0.36761856,-0.16825676,0.6038208,0.17639923,0.78829193,0,NA,NA
"PC 18:0_22:6",21.751986,22.623032,0,22.142529,-0.62631035,-0.24459076,22.16507,22.30365,-0.17275429,-0.5973244,-0.37646866,21.939268,-0.42731476,-0.09742546,-0.14276314,0.3911209,-0.42276192,0.3484211,22.046103,1.2941303,-0.6303005,-0.06440544,21.167154
"PC 18:1_18:2",0.6146507,0.8505268,0.9513359,-0.6622219,-23.932669,-23.55095,0,-23.72442,-23.479113,-23.903683,1.0518799,0.69610786,-23.733673,0.43415642,1.2311172,-22.915237,0.48949242,-22.957937,-23.523607,1.7404442,0.7512741,-23.370764,1.1890545
"PC 18:1_20:3",NA,-0.1369133,0.14276314,-0.10410118,NA,-0.10182762,0.11260033,21.78576,19.929024,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,-0.07448578,1.4368935,-0.48753738,NA,-0.23393631
"PC 18:1_20:4",-0.37345505,-0.10692215,NA,-0.07411003,-0.45355606,-0.07183647,0.14259148,-0.24530792,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,20.127964,0.10834885,22.416622
"PC 18:1_22:6",-0.37345505,NA,0.17275429,-0.07411003,-0.45355606,-0.07183647,0.14259148,NA,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,-0.45754623,NA,-0.20394516
"PC 18:1/18:1",-0.46361732,-0.19708443,0.08259201,-0.16427231,-0.54371834,-0.16199875,0.0524292,22.605719,-0.09016228,-0.51473236,23.0341,0,NA,-0.01483345,-0.060171127,0.47371292,-0.3401699,0.4310131,-0.1346569,22.509132,22.971134,0.01818657,22.599245
"PC 18:2_19:0",-0.4034462,-0.1369133,0.14276314,-0.10410118,NA,-0.10182762,0.11260033,-0.27529907,-0.02999115,-0.45456123,19.660936,18.038496,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,-0.07448578,1.4368935,NA,0.0783577,-0.23393631
"PC 18:2_20:1",-0.44878387,19.450134,20.237305,-0.14943886,20.15251,-0.1471653,0.06726265,-0.32063675,-0.07532883,-0.4998989,NA,0.01483345,-0.3298893,0,-0.045337677,0.48854637,-0.32533646,0.44584656,-0.119823456,1.3915558,NA,0.03302002,-0.279274
"PC 18:2_20:4",21.229914,NA,21.32536,21.092928,20.993797,20.906364,0,NA,-0.14259148,-0.56716156,-0.34630585,-0.0524292,-0.39715195,-0.06726265,-0.11260033,0.42128372,NA,0.3785839,-0.1870861,1.3242931,-0.6001377,-0.03424263,NA
"PC 18:2/18:2",-0.178958895,0.012325287,0.318792345,-0.2041501985,0.11343384,-0.395980835,0.459780705,NA,0.068356515,-11.52127721,0.32555008,0.525673865,NA,-0.22102928,-11.375161075,-0.125502585,0.585891715,-10.6535473,-10.978421225,0.43611145,0.12434387,-0.0812378,-11.48074747
"PC 19:0_20:4",-0.93733025,17.344896,17.005953,16.891766,16.65319,-0.63571167,-0.42128372,17.00347,-0.5638752,17.12579,17.821173,16.784218,-0.81843567,NA,-0.53388405,0,-0.8138828,-0.042699814,-0.6083698,0.9030094,-1.0214214,-0.45552635,NA
"PC 19:1",-1.1473255,-0.3688736,-0.4853897,-0.6732826,19.083092,18.81245,0.42491722,-0.68603325,-0.51984596,-0.5903435,-0.20545006,0.73890495,18.635323,-0.7354946,16.394255,-0.055912018,0.15087128,0.19937134,19.579998,0,-0.42353058,0.8281708,19.131788
"PC 19:2",0.103450775,0.9135189,0,0.1653347,0.46086884,0.5594692,-0.04989052,0.25383568,-19.766836,0.65379715,-19.45244,1.7220612,-20.10406,-19.982485,-19.999662,-19.302902,NA,-19.047619,-19.131697,-19.24699,0.2538395,-18.41882,0.75598145
"PC 21:4",0,NA,NA,0.06232071,-0.046564102,0.28842354,-0.7498474,-0.29802895,-0.22445488,0.25691223,NA,1.2419796,0.5736408,-0.45846558,-0.7643013,0.042045593,0.605217,-0.2558136,1.1139755,-0.29143333,-0.48519516,0.7016144,0.7997551
"PC 28:0",-0.85388947,-0.075437546,-0.19195366,NA,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,-0.29690742,0.08798599,1.032341,-0.56363297,NA,-0.45923615,0.23752403,0.44430733,0.4928074,NA,0.29343605,-0.13009453,1.1216068,-0.43647194
"PC 31:0",0.68307686,-1.6366119,0,0.24357414,0.18054771,-1.1379452,0.4082241,0.5333557,0.58600044,-0.050998688,NA,0.7478943,-0.016914368,-0.8290882,-1.2757816,-0.55801773,-0.2207756,NA,1.16605,NA,0.5172138,0.04505539,-0.11460686
"PC 31:1",17.113314,16.634193,-0.636261,-0.8241539,-0.44430733,-0.8600502,0.27404594,17.270756,-0.67071724,-0.74121475,15.522687,0.5880337,16.36003,16.08184,-0.9035435,-0.2067833,0,17.712864,-0.035577774,-0.15087128,-0.57440186,16.867973,15.735052
"PC 32:0",-1.0599442,-22.62775,-22.744267,-0.02916336,-22.552313,-0.15415192,0.9132519,0.09404564,0,0.4107113,-0.33901024,1.1487999,0.09315872,-0.428854,-0.5488033,0.2727375,0.19010162,0.90685654,0.7074032,0.28770447,-0.16862297,1.283947,-0.077135086
