"Refmet","C1_HOMBRE","C2_HOMBRE","C3_HOMBRE","C4_HOMBRE","C5_HOMBRE","C6_HOMBRE","C1_MUJER","C2_MUJER","C3_MUJER","C4_MUJER","C5_MUJER","C6_MUJER","ET1_HOMBRE","ET2_HOMBRE","ET3_HOMBRE","ET4_HOMBRE","ET5_HOMBRE","ET6_HOMBRE","ET1_MUJER","ET2_MUJER","ET3_MUJER","ET4_MUJER","ET5_MUJER"
"PI 18:0_22:5",-0.30161858,-0.035085678,0.24459076,-0.00227356,-0.3817196,0,0.21442795,-0.17347145,0.07183647,-0.3527336,-0.1318779,0.16199875,-0.182724,0.1471653,0.10182762,0.63571167,-0.17817116,0.59301186,0.027341843,NA,-0.38570976,0.18018532,-0.13210869
"PI 26:0",-0.93733025,-0.67079735,-0.3911209,-0.6379852,-1.0174313,-0.63571167,17.739622,17.651716,17.439714,17.545265,17.763716,17.79231,-0.81843567,-0.48854637,-0.53388405,0,NA,-0.042699814,17.40253,NA,NA,17.528301,17.259346
"PI 32:0",-0.44878387,-0.18225098,0.09742546,-0.14943886,-0.5288849,-0.1471653,19.176134,20.328493,-0.07532883,20.066053,-0.2790432,0.01483345,-0.3298893,0,-0.045337677,0.48854637,-0.32533646,0.44584656,20.326954,1.3915558,19.776613,19.648258,-0.279274
"PI 34:1",-0.29522705,-0.67731285,-0.95837975,-1.395916,-1.690752,-0.7839489,-0.30520058,0.77072334,-0.24097633,0.8478985,0,-0.52506447,0.1387062,0.04106331,0.21591759,0.6865902,-0.49425507,0.5956459,0.6629009,NA,0.9021816,1.1462498,0.84438133
"PI 38:4",0.32696438,0.93103504,-15.233655,-15.480519,-1.1954069,-15.478246,1.4481459,1.396142,-15.406409,-15.830979,1.2992659,0,-15.66097,0.5763502,0.4436865,0.0596056,-15.656417,-0.6224785,0.01031971,-13.939525,2.2348318,-15.29806,2.8670092
"PI 38:5",-0.56861687,-0.020702362,NA,-0.2844696,-0.2895279,-0.4703598,0.15806961,0.23027802,-0.81048775,-0.5996361,0.76301575,0,0.69008255,0.2714939,1.0371933,0.080350876,0.17655945,-0.1251049,0.48257828,-0.38425636,0.48049355,-0.0842247,NA
"PI 40:3",NA,-0.0875549325,NA,-0.2357769,-0.236374855,-0.25812435,0.32003975,0.087056159,0.461607925,-0.07652092,0.352964405,0.67312527,-0.35072899,-0.040535925,0.33012867,0.6928587,-0.555945395,0.34363651,0.151867865,0.825637825,-0.233778955,0.57101155,-0.0245513915
"SHexCer 34:1;O2",-0.7372627,-0.51556015,-0.47250366,0.110479355,0.14456367,0,-0.172575,-0.79465485,0.8108406,-0.40564346,0.2654686,-0.113801956,0.23687363,0.33429527,-0.14689827,0.38196754,-0.23511887,0.050016403,0.13862991,-0.5102501,0.25995445,0.6489563,-0.9317856
"SHexCer 34:2;O2",-0.37345505,-0.10692215,0.17275429,NA,-0.45355606,-0.07183647,0.14259148,-0.24530792,0,-0.42457008,NA,0.09016228,-0.25456047,0.07532883,0.02999115,NA,-0.25000763,0.5211754,-0.04449463,1.4668846,-0.45754623,NA,-0.20394516
"SM 16:1;O2/24:1",NA,-21.771807,-21.49213,-21.738995,NA,-21.736721,-21.522293,0,0.447958,0.554966,0.67100525,-21.574722,0.932724,0.49373245,0.733778,0.66461754,NA,0.7806988,0.6928444,0.8993454,-0.13735008,0.73918724,-0.100408554
"SM 17:1;O2/16:0",0,-0.11459541,0.36048508,0.24650955,0.5094967,0.22226715,0.20470238,-0.010831833,0.5861149,0.41976547,0.4788208,0.15569115,0.07805443,0.08245468,-0.13627625,-0.26553154,-0.21816254,-0.18317604,-0.4862404,NA,-0.31238556,-0.22215462,-0.8742733
"SM 18:1;O2/18:0",-0.76107216,0.19648361,-0.20516586,-0.2318821,0.24282837,-0.058757782,0.79860306,-0.5108204,-0.25927353,0,0.25875473,0.79494095,0.010725021,-0.17338371,-0.19519043,0.13203049,NA,-0.1059494,0.24971008,0.23522758,-0.10277367,NA,-0.49167442
"SM 18:1;O2/23:1",NA,0,0.3953724,0.17465019,0.14787102,0.2351551,0.970314,0.32445908,0.21974373,0.44259262,0.6727352,0.456913,-23.36747,-0.07286835,-23.082918,-22.549034,-0.24447823,-22.591734,0.034822464,-0.46217918,-0.38862038,-23.00456,-23.316854
"SM 18:1;O2/24:1",-0.8746414,-0.052614212,-0.17101288,-0.40267944,NA,-0.13546944,0,-24.366898,0.118032455,-0.22750282,-24.325304,0.013910294,0.62596893,0.8101082,1.2247372,1.5228424,NA,1.2974834,0.08487892,1.7335033,-0.17141533,1.1891537,0.710516
"SM 18:1;O2/25:1",9.95506279,-0.129755975,NA,10.256345799,-0.476389885,-0.0946702965,0.11975765,-0.26814175,10.421845315,10.370782275,NA,0.06732845,-0.277394295,0.052495003,0.0071573265,0.54104136,-0.27284145,0.49834155,-0.06732845,NA,-0.48038005,0.085515025,-0.226778985
"SM 18:2;O2/18:0",NA,0,0.14329147,-0.0874424,0.119600296,0.21571732,0.48516464,NA,-0.010398865,0.3007202,0.58171654,0.47216034,-0.048318863,-0.039331436,0.43082237,0.18419456,0.16620636,NA,-0.39406013,-0.46725273,-0.10942459,NA,-0.42284775
"SM 18:2;O2/22:0",NA,0.4498272,0.9231739,0.6025028,0.48518753,0.74868584,1.27602,0.14754486,0.18971443,-0.030679703,0.4290657,0.9052143,-22.927683,-0.5928421,-0.83509254,-22.109247,0.7361164,-1.3003826,-0.82448006,NA,-0.87583923,-0.6466503,NA
"SM 18:2;O2/24:0",0,0.21865273,0.5945759,0.27101135,1.1972713,NA,0.72841454,1.2929878,0.35005188,0.4209633,1.5933971,0.54247093,-23.666355,-23.336466,-23.381804,-22.84792,NA,-22.89062,-0.042028427,-21.94491,-0.17158508,-23.303446,-23.61574
"SM 20:1;O2/14:0",-0.30161858,-0.035085678,0.24459076,-0.00227356,-0.3817196,0,0.21442795,-0.17347145,NA,-0.3527336,-0.1318779,0.16199875,-0.182724,0.1471653,0.10182762,0.63571167,-0.17817116,0.59301186,0.027341843,NA,-0.38570976,0.18018532,-0.13210869
"SM 30:1;O2",0.43886757,NA,0.023674011,-0.011821747,-0.006025314,0.4828987,1.0281467,0.54216385,0.12751389,0.67414284,0,0.7316761,-0.15363312,-0.5566902,-0.7480984,-1.3821278,-0.17815208,-0.02289772,NA,0.029901505,0.040115356,-0.034715652,NA
"SM 31:1;O2",0.00430298000000001,NA,0.24153805,0.107125284,NA,NA,0.516356465,0.10388755,0.2150507,0.2071209,-0.066368102,0.40904903,-0.18444061,-0.703519822,-0.42607211,NA,-0.1027565,0.04592704,-0.029188156,NA,-0.45051479,NA,-0.536539065
"SM 32:0;O2",0.10626793,-0.67472076,-0.39185143,-0.112478256,-0.2741909,-0.059373856,0.3759842,0,-0.28811836,0.22384644,-0.4121666,0.2417965,NA,-0.41682434,-0.59324074,-0.82779694,0.06977272,0.004894257,0.67647743,0.32615852,0.6278496,0.71266556,NA
"SM 32:1;O2",NA,NA,-0.09402561,-0.093935968,NA,-0.069972991,0.3945837,0.0778675065,0.00861644,0.24857711,0.19342136,NA,-0.041249275,-0.25887871,-0.18516445,-0.2027301785,-0.02987671,0.38300228,0.45816708,0.365873335,0.018116,0.4413108715,-0.427989965
"SM 32:2;O2",0.080255505,NA,0.19493294,-0.0449419015,9.73775482,9.561378371,0.77501299,-0.01824665,-0.109996795,0.23731518,0.017787935,0.476020815,-0.277585985,-0.508432385,-0.354267125,-0.0869093,-0.125003815,0.13389588,0.213245385,NA,-0.233238218,0.3267622,-0.164455415
"SM 33:0;O2",17.746395,18.38057,18.231707,18.327242,-1.032341,-1.4480839,-0.31398773,-1.4249382,17.997746,18.227545,18.190178,0,19.396912,-1.4743996,18.15477,-0.794817,-0.5880337,-0.5395336,-0.62361145,-0.73890495,NA,0.08926582,-1.468813
"SM 33:1;O2",NA,0.1102829,0,0.052865982,NA,0.054265976,0.5228653,-0.16017723,-0.053756714,0.47248077,0.071746826,0.43138123,0.13380432,-1.0550022,-0.58207893,-0.84828377,0.12329292,-0.3660946,-0.2590599,-0.11639595,-0.12271309,NA,NA
"SM 33:2;O2",1.2605457,NA,1.4013939,0.87542725,1.6801758,0.68987846,2.209999,1.1278229,-18.099157,1.6117821,1.1988144,-16.840406,NA,-18.314806,-18.331984,-17.635223,-17.42844,-17.37994,-17.464018,-17.579311,-18.002842,1.5702896,0
"SM 34:0;O2",NA,-0.041862488,-0.20009518,-0.066200257,0.053813935,-0.18053436,0.75017355,-0.55884838,0.162514685,-0.35799979,0.166054723,0.70634079,0.416723245,-0.20087528,-0.184340475,0.5951824,-10.1110127,-9.810286765,-0.0479717255,0.69324209,0.19325447,NA,NA
"SM 34:1;O2",NA,-0.09000015,-0.14167023,-0.08868027,0.13267899,-0.027135849,0.11628723,NA,0.014291763,NA,0.093055725,0.22737312,0,-0.31070518,NA,0.24880981,0.16235924,0.37851143,-0.12626648,0.3361969,0.054330826,NA,NA
"SM 34:2;O2",-0.223147391,-0.0202293385,0.02076912,-0.264733315,0.163809775,-0.198388105,0.586178775,-0.2881221825,-0.4317903525,0.1695051175,0.221220015,0.36382102,-0.22416878,-0.302897455,-0.1990118,0.232562065,0.053775785,0.0683517465,0.045954705,0.09767151,NA,NA,-0.19521999
"SM 35:1;O2",NA,0.0881176,-0.098731995,0.3048916,0.54397964,0.3647995,0.6885681,NA,NA,0.17775536,0.18912315,1.2144127,0.028430939,NA,-0.67271996,-0.031282425,0,-0.44244957,-0.3582058,NA,-0.5604515,NA,NA
"SM 35:2;O2",-0.17316246,0.35712814,0.05434227,0,0.7847023,0.23609924,0.6482334,-0.3911171,-0.43560982,0.82102585,0.24521255,0.4698105,0.082798004,-1.4659557,-0.50076675,-0.9550171,0.16623878,-1.5635719,-1.0439205,-0.45666504,-0.28281212,0.3823471,-1.2366085
"SM 36:0;O2",-0.73563956,-0.562005045,NA,-0.54934788,-0.697179795,NA,0.22453499,-0.645822525,-0.55251409,NA,-0.350794795,0,NA,9.901406335,0.3496217865,0.07534886,-0.1025238,-0.11689377,9.70056355,0.91744135,9.9919912,NA,-0.00364398999999999
"SM 36:1;O2",NA,-0.09789467,-0.288517,-0.23611832,-0.15788078,NA,0.23576927,NA,0.11429405,0.25361824,0.2617283,-0.00513649,0.48962212,0.27503967,0.5210266,0.20308495,0,NA,-0.1927967,0.010452271,-0.17362213,NA,-0.32769585
"SM 36:2;O2",-0.68759346,0.26352692,-0.05622101,-0.1870346,0.3617077,0.042863846,0.9929161,-0.8177948,-0.46946716,0.14910126,0.3004322,1.0603771,-0.12646294,-0.20306206,-0.4391861,0,NA,-0.4600277,0.10199928,-0.35106468,0.041391373,NA,-0.7986412
"SM 36:3;O2",-9.99881077,0.477798475,0.4349432,NA,0.77550698,-9.77070693,0.858016985,0.09824562,-9.896869438,NA,0.687345487,0.67803765,-9.77215742,-10.41606135,-0.3784036635,-0.655871385,-9.128365415,NA,NA,0.30631541,-9.804906362,NA,-9.98641372
"SM 37:1;O2",-0.4034462,-0.1369133,0.14276314,18.689058,-0.4835472,18.882513,0.11260033,-0.27529907,-0.02999115,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,NA,0.49118423,-0.07448578,NA,-0.48753738,0.0783577,-0.23393631
"SM 37:2;O2",19.437775,21.296041,20.326075,NA,21.142876,21.04636,0.42491722,-0.68603325,-0.51984596,-0.5903435,-0.20545006,0.73890495,-0.857069,-0.7354946,-0.7526722,-0.055912018,0.15087128,0.19937134,0.1152935,0,-0.42353058,0.8281708,-0.729908
"SM 38:0;O2",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,NA,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"SM 38:1;O2",NA,0.07405472,NA,-0.1257629375,0.094294545,0.0852851875,0.78832532,0.064887045,0.100634573,0.046116829,0.444158555,0.4988965975,-0.408140175,-0.136067393,-0.104880335,-0.187287327,NA,-0.286488535,-0.135910035,0.40407372,-0.350032815,0.4597358675,NA
"SM 38:2;O2",NA,0.5743389,0.39291859,0.0915813435,0.33943845,0.4610014,1.1499529,NA,0.21265316,0.269180295,1.075415625,0.99115658,-0.84144785,-0.26142692,-10.51669494,-10.40479082,NA,-10.5722218,-10.63856795,-10.18798365,-10.7504494,0.379586218,-1.32987595
"SM 38:3;O2",-19.082287,-18.303835,1.7294807,-18.608244,2.0599918,1.1201897,1.6190224,-18.620995,-18.454807,0.9063854,1.9824924,2.3566227,0,1.4627056,0.90891266,-17.990873,2.2920094,-17.73559,-17.819668,-17.934961,-18.358492,NA,-18.66487
"SM 39:1;O2",-0.4485569,-0.59669113,0.40413666,0.08454323,0.030162811,0.31225777,0.78357315,0.6966858,0.50401115,0.24490166,0.65641403,0.09973335,-1.0785255,-0.11596298,-0.53162,-0.9911709,-0.11100769,-0.4451332,0,0.10018921,-0.6249256,NA,-1.1517181
"SM 39:2;O2",19.332043,21.467606,22.070251,-0.87265396,-0.4928074,-0.90855026,22.672367,20.540956,-0.7192173,21.910236,22.256767,0.5395336,-1.0564404,-0.93486595,19.594635,-0.25528336,20.698732,0,-0.084077835,-0.19937134,-0.6229019,0.62879944,-0.9292793
"SM 40:0;O2",0.28606796,NA,-0.6754551,-0.5865421,-0.54229164,-0.17231369,0.49915123,0.5942192,-0.8128166,0.087919235,-0.11803055,0,0.666275,-0.366539,0.63985634,-0.69727516,1.1560249,-0.28740692,0.123794556,1.4615688,1.0487175,1.2521305,-0.7160435
"SM 40:1;O2",NA,-0.090868952,0.18007183,-0.062776565,-0.053789135,-0.03673935,0.61078835,0.17599201,-0.132808683,-0.183361055,0.217638018,0.51536752,NA,-0.2171278025,-0.129227637,-0.185410505,NA,-0.0605697635,0.016451835,NA,-0.222372055,0.119354245,NA
"SM 40:2;O2",NA,0.36000443,0.37949753,0,0.5082302,0.12221336,1.1100845,-0.006214142,-0.33501244,0.10880661,0.69044685,1.2064934,-0.9341526,-0.61961365,-0.60432625,-0.6075535,NA,0.17784882,-0.15495682,-0.3709755,-0.24607658,NA,NA
"SM 40:3;O2",NA,-0.22488308,0.24704933,-0.385787005,-0.17282772,-0.108192445,0.5224533,-0.56249237,-0.305233955,9.7901461,9.99866278,0.3368168,9.81775873,-0.002370834,9.6493787,-11.35752654,0.1750269,-11.25123495,-0.06732845,0.3679676,-0.20941257,NA,9.22879035
"SM 41:1;O2",NA,-0.185704245,0.103794099,0.02279663,NA,0.0744514465,0.530877125,0.218130118,-0.02820301,0.20052147,0.417746545,0.3592233615,-0.73543835,-0.476634005,-0.34100437,-0.56643867,NA,-0.500876425,-0.125861166,-0.030451775,-0.2451200545,NA,NA
"SM 41:2;O2",-25.829239,0.8876991,0.7427635,-25.355196,0.72888947,0.1645546,1.0517788,0.045503616,0,0.2300148,0.69472504,1.0963135,-25.538982,-25.417408,-0.52541924,-0.12766457,0.52420235,-24.482542,-0.051383972,-24.681913,-25.105444,0.49038506,-0.8164253
"SM 42:0;O2",-11.11653421,-10.59404176,-10.51246154,-0.038356781,-0.477986335,0.0440912235,0.132225035,0.280816075,-10.616066685,-0.346650125,-0.60973452,-9.94161055,-0.00666237,0.059911728,0.17196083,NA,0.349556925,0.54302215,-0.19192028,1.34901235,NA,0.82833959,0.00485706499999999
"SM 42:1;O2",-0.54620934,-0.27967644,0,-0.24686432,-0.4471569,-0.24459076,0.3587017,0.17378044,-0.021053314,0.2684536,0.09624481,NA,-0.12989426,0,0.34889412,0,0.4636402,0.041187286,-0.21157646,NA,-0.24790001,2.084423,-0.37669945
"SM 42:2;O2",-0.775195115,-0.164230345,-0.14537716,-0.404705995,-0.324707035,-0.88056088,9.43850065,8.295474,8.67856488,9.0974903665,8.976156175,9.084889625,-0.515145305,-0.291059495,-0.3890295,0.167963027,-0.66506575,0.2177105,-0.127408975,0.64055537,9.579487,NA,9.36616995
"SM 42:3;O2",NA,0.155971525,0.19785881,-0.192765235,0.13459206,-0.048559188,NA,NA,0.05392456,0.20152378,0.453415885,0.721998225,-0.07461071,-0.0633716565,0.03697491,0.2918272,0.252820975,0.19635582,-0.03387451,0.20391464,-0.208938599,NA,NA
"SM 42:4;O2",-0.44878387,-0.18225098,0.09742546,-0.14943886,-0.5288849,-0.1471653,19.356043,NA,19.217436,20.105389,18.377817,19.44717,19.17795,0,-0.045337677,19.469473,-0.32533646,0.44584656,-0.119823456,1.3915558,-0.53287506,NA,-0.279274
"SM 42:5;O2",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,NA,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"SM 43:1;O2",NA,-0.022413255,0.11426258,0.03186226,NA,10.561237375,-0.0823106755,-0.288106915,NA,10.09687317,10.366328,0.10637951,9.9540271,10.308708825,-0.026845933,-0.3902359,10.8117967,-0.2445507,-0.48843098,NA,-0.171037665,0.067765235,-1.340841275
"SM 43:2;O2",-0.89288233,-0.49409007,10.3456182825,10.33102144,NA,-0.573952652,0.0238342285,NA,-0.4723816,10.54921731,10.352828115,11.06645095,9.77152072,-0.42975805,9.485920065,-0.3084774,10.313722485,-0.082782744,-0.22549343,-0.63676356,-0.13808632,0.72244168,-1.1204729
"SM 44:1;O2",-0.23631477,-0.34387207,0.046611786,-0.28390694,0.07759476,0,-0.37114143,-0.5901108,0.08211517,0.36306763,-0.2561512,-0.49630737,0.2834854,0.21055222,0.9929371,-0.12854576,0.83107376,-0.4626007,0.022668839,-16.162634,0.28097725,0.10094643,-17.833464
"SM 44:2;O2",NA,NA,-0.07033157,-0.23251343,-0.45923805,-0.10182762,0.11260033,NA,-0.06512642,-0.6814499,-0.19904518,0.060171127,0.24271584,0.1218338,0,0.89803314,-0.06342888,0.51161385,0.16826439,NA,0.12177467,NA,NA
"SM 44:3;O2",NA,0.125353815,0.0065145495,-0.547129635,-0.13702774,-0.28553295,-0.054724695,NA,-0.269488335,-0.226735115,0.296236995,0.65141297,0.260075565,0.065644265,NA,0.4107246335,0.053502085,NA,-9.24591549,-8.378080565,0.266080855,0.87161827,-0.18790722
"ST 18:1",-0.72379494,0.054656982,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,1.1624355,-0.43353844,-0.31196404,-0.32914162,NA,0.57440186,0.6229019,0.5388241,0.42353058,0,1.2517014,-0.3063774
"ST 18:2",-0.72379494,0.054656982,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,NA,-0.43353844,-0.31196404,-0.32914162,0.36761856,0.57440186,0.6229019,0.5388241,0.42353058,0,1.2517014,-0.3063774
"ST 20:3",NA,-0.31296158,-0.4294777,-0.6173706,-0.23752403,NA,0.48082924,-0.63012123,-0.46393394,NA,-0.14953804,0.794817,NA,-0.6795826,-0.6967602,0,0.2067833,0.25528336,0.17120552,0.055912018,NA,0.8840828,-0.673996
"ST 20:4",-23.727917,-22.949465,0.060232162,0.2958145,0.7065201,0.36071968,-22.155674,0.083826065,0.2628994,-23.170935,0.8021717,1.4360027,-23.43766,-0.34064674,0.27692413,0.46144104,-22.42972,0.5576687,-22.465298,-22.580591,NA,-21.75242,-23.3105
"ST 20:5",-0.94187546,-0.16342354,-0.27993965,NA,-0.08798599,-0.50372887,19.725525,-0.4805832,18.680748,-0.38489342,0,0.944355,-0.65161896,-0.53004456,-0.54722214,0.14953804,0.35632133,0.4048214,0.32074356,19.57746,16.24303,1.0336208,-0.52445793
"Stearic acid",-0.018983841,NA,0.13123131,-0.102127075,NA,-0.16199875,0.0524292,-0.16194153,0.4019909,-0.48393822,-0.005271912,0.54019547,-0.34472275,0.19639778,0.36501884,0.47371292,-0.047107697,1.0287247,-0.1346569,NA,-0.32901764,0.1706028,0.104278564
"TG 12:0_12:0_16:0",-0.72379494,0.054656982,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,1.1624355,-0.43353844,-0.31196404,-0.32914162,0.36761856,0.57440186,0.6229019,NA,0.42353058,0,1.2517014,-0.3063774
"TG 12:0_14:0_16:0",NA,0.5890579,-0.3789444,0.5405712,NA,0,-0.50099754,1.155611,0.32541656,-21.20868,-20.823786,0.01640892,NA,-0.9889488,0.081689835,-0.25434113,-0.6395111,NA,2.9407444,-20.618336,0.34137726,-19.790165,1.0313396
"TG 12:0_16:0_20:4",21.455252,18.692135,19.25792,-1.5014534,-1.1216068,-1.5373497,19.881443,-1.514204,19.733974,-1.4185143,-1.0336208,-0.08926582,-1.6852398,19.383486,19.384386,-0.8840828,-0.6772995,19.649504,20.973473,-0.8281708,19.592924,0,21.595419
"TG 12:0_16:0_22:6",NA,0,-0.11651611,-0.30440903,0.075437546,NA,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 12:0_16:1_18:1",-1.0914135,-0.31296158,-0.4294777,23.519575,-0.23752403,22.948254,23.486782,-0.63012123,24.162535,-0.53443146,-0.14953804,0.794817,-0.801157,-0.6795826,-0.6967602,0,NA,0.25528336,25.176538,0.055912018,24.36891,24.36817,-0.673996
"TG 12:0_16:1_18:2",-22.611118,-21.832666,-21.949183,NA,-21.757229,-22.172972,-21.038876,2.2803955,1.4065208,0,-21.669243,0.734148,0.3942852,0.8004494,1.0608826,-21.519705,0.3085804,-21.264421,-21.3485,-21.463793,1.4391594,0.21758652,3.3939629
"TG 12:0_18:2_18:3",NA,-0.31296158,-0.4294777,-0.6173706,-0.23752403,-0.6532669,0.48082924,18.969213,20.917648,-0.53443146,-0.14953804,0.794817,-0.801157,-0.6795826,-0.6967602,0,0.2067833,0.25528336,0.17120552,0.055912018,-0.36761856,0.8840828,NA
"TG 14:0_15:0_16:0",NA,8.970074,-0.34072113,8.780495,0.21679783,-0.264824865,0.625865,0.02690029,-0.19722843,-0.76248551,-0.288555155,0.73465347,-0.07830811,-0.86055468,-0.15584946,0.1477327335,-0.00499630000000001,0.5530138,0.731605525,-0.132276525,-0.642154715,1.02134608,NA
"TG 14:0_15:0_16:1",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,NA,0.4841671,0.3688736,-0.054656982,1.1970444,NA
"TG 14:0_16:0_16:0",-18.721703,2.4077835,1.2201176,-18.24766,1.0816689,1.0374165,3.5931015,-18.26041,2.673643,0,-17.779827,2.250698,-18.431446,-18.309872,3.2356567,-17.63029,-17.423506,5.0945473,6.123951,3.1234493,-17.997908,-16.746206,-18.304285
"TG 14:0_16:0_18:1",1.1687126,-24.038904,-24.15542,-24.343313,-0.44034195,-0.6733227,1.10038,NA,0.045715332,-0.7011528,-0.7954464,0,0.16681862,-0.03372574,0.5980511,0.79758835,-0.5293045,NA,NA,0.78162956,0.91623497,NA,1.0614319
"TG 14:0_16:0_22:6",19.70835,18.75705,-1.3135605,-1.5014534,-1.1216068,-1.5373497,19.01156,-1.514204,-1.3480167,19.264679,19.037956,-0.08926582,18.51629,-1.5636654,19.40755,19.80821,-0.6772995,20.105728,21.186646,20.98112,-1.2517014,0,-1.5580788
"TG 14:0_16:1_18:1",-1.2981968,-0.5197449,-0.636261,-0.8241539,-0.44430733,-0.8600502,25.292557,24.893393,-0.67071724,-0.74121475,24.178526,24.607857,24.65481,-0.8863659,-0.9035435,24.983017,0,0.04850006,26.020239,25.266508,25.275969,25.908796,NA
"TG 15:0_16:0_16:0",2.1442757,0.4792614,-0.05342102,0.3952179,-20.387144,-20.802887,0.70280266,0.9348011,-20.613554,-20.684052,-0.9490204,-19.354803,NA,-0.4693718,0.80737114,0,0.002561569,1.0111809,1.6169186,-0.069524765,NA,0.8371811,0.7220173
"TG 15:0_16:0_18:1",-1.03524592,10.687234991,-0.37331009,-0.561203,-0.181356435,10.379832325,0.53699684,-0.573953635,-0.407766342,10.45670855,11.16584576,NA,11.53958228,9.87705898,-0.640592575,0.0561676,0.2629509,0.31145095,NA,0.11207962,-0.31145095,0.94025042,10.9106028
"TG 15:0_18:1_22:6",-1.2981968,19.633743,-0.636261,-0.8241539,-0.44430733,19.029179,0.27404594,-0.8369045,NA,-0.74121475,-0.35632133,0.5880337,20.340069,-0.8863659,19.98205,20.152111,0,0.04850006,-0.035577774,NA,-0.57440186,0.6772995,-0.88077927
"TG 15:0_18:2_18:3",-0.72379494,NA,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,1.1624355,-0.43353844,-0.31196404,-0.32914162,0.36761856,0.57440186,0.6229019,0.5388241,0.42353058,0,1.2517014,-0.3063774
"TG 15:1_16:1_16:1",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,NA,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 15:1_16:1_18:2",-0.72379494,0.054656982,-0.06185913,-0.24975204,NA,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,1.1624355,-0.43353844,-0.31196404,-0.32914162,0.36761856,0.57440186,0.6229019,0.5388241,0.42353058,0,1.2517014,-0.3063774
"TG 16:0_16:0_16:0",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,19.224884,-0.31715965,-0.15097237,-0.22146988,0.16342354,22.287195,-0.48819542,-0.36662102,NA,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 16:0_16:0_17:0",NA,0,-0.12187576,-0.03284645,NA,-0.2392025,0.159626,1.4014702,NA,-1.0491562,-1.7119179,-0.6421852,0.6870003,NA,0.9888897,-0.25737,-0.52415085,0.78271866,1.6238174,0.4825573,0.85237694,1.5594101,0.82531166
"TG 16:0_16:0_18:1",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,NA,-0.48819542,25.865475,-0.3837986,26.28244,0.5197449,27.067604,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 16:0_16:0_22:6",-1.1473255,-0.3688736,-0.4853897,-0.6732826,-0.29343605,-0.7091789,22.196428,-0.68603325,20.835833,-0.5903435,-0.20545006,0.73890495,21.207966,21.289679,-0.7526722,22.442238,0.15087128,23.054745,0.1152935,0,20.51199,23.414133,-0.729908
"TG 16:0_16:1_18:1",-0.85388947,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,-0.29690742,25.63384,26.762384,-0.56363297,25.018724,-0.45923615,0.23752403,0.44430733,27.454447,0.40872955,0.29343605,-0.13009453,1.1216068,NA
"TG 16:0_16:1_22:6",21.809547,-0.4841671,23.757895,-0.7885761,-0.40872955,-0.8244724,0.30962372,21.615477,-0.63513947,22.51765,-0.32074356,0.62361145,-0.9723625,NA,-0.8679657,-0.17120552,0.035577774,0.084077835,0,-0.1152935,-0.5388241,24.538338,21.591394
