"Lipid","MF_KO_ET1","MF_KO_ET2","MF_KO_ET3","MF_KO_ET4","MF_KO_ET5","MF_KO_ET6","MM_KO_ET1","MM_KO_ET2","MM_KO_ET3","MM_KO_ET4","MM_KO_ET5","MM_KO_ET6","MF_WT_ET1","MF_WT_ET2","MF_WT_ET3","MF_WT_ET4","MF_WT_ET5","MF_WT_ET6","MM_WT_ET1","MM_WT_ET2","MM_WT_ET3","MM_WT_ET4","MM_WT_ET5","MM_WT_ET6","MF_KO_C1","MF_KO_C2","MF_KO_C3","MF_KO_C4","MF_KO_C5","MF_KO_C6","MM_KO_C1","MM_KO_C2","MM_KO_C3","MM_KO_C4","MM_KO_C5","MM_KO_C6","MF_WT_C1","MF_WT_C2","MF_WT_C3","MF_WT_C4","MF_WT_C5","MF_WT_C6","MM_WT_C1","MM_WT_C2","MM_WT_C3","MM_WT_C4","MM_WT_C5","MM_WT_C6"
"Cer(42:0;O4)",-0.06901741,-0.08681297,12.874772,-0.5485153,14.595018,0.0690155,-0.90309143,19.49853,-1.7067261,-1.5726433,-0.91695976,16.466118,-0.43959618,14.529517,-0.088142395,15.077888,14.533713,-0.17663193,16.533575,-0.093263626,16.90442,15.841934,-0.7598133,-0.41171074,-0.25584793,-0.110004425,-0.18351555,14.73874,14.500975,-0.13350487,-0.6195259,-0.48286438,-0.6509609,-0.7662964,NA,0.30353355,NA,14.668106,14.566945,14.320124,14.254764,NA,-1.437191,-1.5769291,-1.0359135,16.301115,16.463728,17.438118
"Cer(42:1;O2)",0.39221382,21.302668,0.18641472,22.068268,-0.35751152,0.53024673,-0.4418602,NA,-1.2454948,-1.111412,-0.45572853,-0.33918,0.021635056,0.082027435,0.37308884,NA,0.11708641,0.2845993,-0.38286972,0.3679676,-0.0682106,-0.07370567,-0.29858208,0.049520493,0.2053833,0.3512268,0.27771568,0.3495884,NA,0.32772636,-0.15829468,-0.021633148,-0.18972969,-0.30506516,22.791739,22.935757,-0.6410637,0.14393997,-0.25016403,-0.24118614,-0.2055664,NA,-0.9759598,-1.1156979,-0.57468224,NA,-0.41247177,-0.529829
"Cer(42:1;O3)",0.22703743,0.20924187,0.021238327,-0.25246048,-0.5226879,0.36507034,-0.6070366,-0.5265312,NA,NA,-0.6209049,-0.5043564,NA,-0.08314896,0.20791245,0.58961487,-0.04808998,0.11942291,18.388437,0.20279121,18.474356,-0.23888206,18.91517,-0.1156559,0.04020691,0.18605042,0.11253929,0.184412,NA,0.16254997,-0.32347107,-0.18680954,-0.35490608,19.247324,18.526787,0.5995884,-0.8062401,-0.02123642,-0.41534042,-0.40636253,-0.3707428,NA,NA,NA,-0.7398586,-0.532032,-0.57764816,-0.6950054
"Cer(42:1;O4)",0.26297665,0.8043623,-14.533467,-0.50067616,-15.077394,1.1689806,1.2429171,-15.081237,1.2802591,1.5339766,-15.175611,-15.059062,-14.698247,-14.637855,1.2308712,1.0766535,0.39486885,-14.435283,-15.102752,-14.351914,-14.788093,-14.793588,1.4151869,0.8645191,0.54192734,0.8203974,-0.52759457,1.2690754,0.016777039,-0.016777039,-14.878177,-14.741515,-14.909612,-15.024947,-15.159205,NA,NA,0.11667347,0.3581028,0.3127632,-0.72194767,1.2076416,-15.695842,2.658761,1.1823244,-15.086738,1.5250902,1.8319178
"Cer(42:3;O2)",-17.16599,-17.183786,-17.37179,-17.645489,NA,-17.027958,0.41469002,NA,0.00702858,0.008676529,-0.34508324,-0.18609428,-17.53657,-0.00702858,-17.185116,-16.803413,-17.441118,0.75170135,0.2572899,0.33203125,0.47192,1.0495853,0.9136734,1.163454,-0.08172417,0.47250175,0.9522495,1.4468899,1.090168,1.3276997,-17.7165,-17.579838,1.089859,0.7077942,-17.997528,1.1157608,-18.199268,-17.414265,-17.808369,NA,-17.763771,-16.666168,1.1337585,0.70565605,-18.132887,-17.92506,0.09914589,0.60760117
"Cer(43:0;O2)",1.2087898,0.28306484,0.03386879,NA,0.48911285,0.6656971,0.47245407,NA,NA,-0.42930222,-0.15748405,-0.18157959,-15.451429,-15.391037,-0.005732536,1.0668726,-0.07039547,0.047512054,-15.855934,0.09522629,1.4383392,-15.54677,0.23763466,0.005732536,NA,0.3609705,0.15517616,0.6065426,0.36097145,0.5036936,0.9419327,0.7265682,0.3855648,0.78277016,1.1203461,1.22433,-0.046546936,-0.11044693,-0.82557297,-15.714251,-0.7004566,-14.581028,NA,NA,-16.047747,-15.83992,-15.885536,-16.002893
"Cer(43:0;O3)",-17.602077,-17.619873,2.2091818,-18.081573,-1.0909739,0.8743696,-1.782773,0.741704,-0.038191795,0.2097044,-18.45002,-18.33347,-0.4283247,0.69767284,1.0588617,-17.239498,1.2283907,-17.70969,-0.56190777,-0.58199406,-0.3234377,0.69767284,0.6817522,0.67260075,0.65972614,0.26154804,-0.9949541,NA,-4.324273,2.0480928,0.6110201,1.7850103,0.9587698,0.9547472,2.1119432,1.2107439,-18.635353,-3.670908,-1.3162832,0.038191795,-18.199856,-2.8037624,-1.5473566,-0.84945583,0.18272495,0.86438465,0.41216373,0.4142599
"Cer(43:1;O2)",0.7038374,0.5236616,0.7580271,0.58957577,0.91779804,0.32556057,-0.058476448,NA,-1.2453489,-0.85363674,-0.90261173,-0.70802975,0.45592213,-0.8876829,-0.3770094,-0.37681675,0.058476448,0.34278393,-0.5083685,-0.59548473,-0.32752895,-0.366107,0.31651402,0.45394802,0.22456264,-0.14459515,0.6698122,0.87081814,0.66045666,0.78498936,0.922698,0.6924715,0.47719288,0.804656,1.1317358,1.1645346,NA,-0.87635326,-0.84303,-0.7936487,NA,-0.8099203,NA,-0.98247623,-1.5240355,-2.1545706,-1.002656,-0.72113895
"Cer(43:2;O2)",0.53148746,0.67435646,0.87179565,0.57522583,0.96009445,NA,-0.41293526,NA,-1.3862753,-1.3075819,-1.2465496,-1.2330093,0.6759834,NA,-0.018698692,-0.12119579,0.2762823,0.8132038,-0.1810255,-15.284813,-15.720991,0.27815247,0.018698692,0.41670036,0.28190517,-0.0825367,0.9439373,1.2292404,0.78463936,0.5356207,NA,0.5934715,0.61759377,0.60849,0.64559364,0.4846449,NA,-0.65884876,-0.42714787,-0.47928143,NA,-0.61115646,1.6172848,-0.39298058,-16.227463,-2.233673,-16.065252,-0.67261887
"Cer(44:0;O2)",NA,0.23993826,NA,0.48397493,0.35735178,0.60737944,0.59001017,NA,-0.870214,-1.1212268,-0.5423989,-0.086381435,-0.10175276,-0.52942896,-0.4700265,0.38090372,-0.7222018,-0.93477964,0.29181147,-0.1410985,NA,-0.05192995,0.2069478,-0.19904757,NA,0.05192995,-0.15923452,0.27668905,0.1389432,0.17978239,0.114153385,0.27449083,0.13522959,-0.11468649,0.39432573,NA,0.23275805,0.08105898,-0.36717176,-1.0702596,-0.91413355,0.14489412,-0.5057063,-1.0848613,-1.5667119,-0.44121218,-0.6738448,-0.49841833
"Cer(44:0;O3)",0.85303783,-0.5839939,-0.91682434,-0.99126244,0.0844965,0.22980309,-0.1389761,NA,NA,-0.9463568,-0.5935316,-0.59109783,0.34993458,-0.80804634,0.29227543,0.1621399,-0.391819,-0.75619507,0.63535786,0.38175106,2.046733,1.404767,0.30797482,0.045773506,0.21278286,-0.53621674,-0.46690083,-0.41657162,-0.7656126,-0.016400337,0.4585905,0.2712984,0.12019253,0.016400337,1.300477,0.6916132,0.60467434,-0.18598843,-0.6635618,-0.888814,-1.4715672,1.6809568,-1.056859,-0.77223873,-0.6625929,0.788249,0.70789814,-0.70909595
"Cer(44:1;O2)",1.2091713,0.4407177,0.26966286,0.27850533,0.5341034,1.0379791,0.3518467,NA,-0.85323715,-0.6935692,-0.2965908,-0.3672619,0.73186874,-1.0550385,-0.4246912,0.04492855,-0.38027477,0.16162968,0.5735836,-0.8748131,0.5257416,-0.7819767,-0.16353416,0.653141,0.9687538,0.34818077,0.7691593,0.68377686,0.38862228,0.3300476,0.1746769,-0.018672943,-0.12151337,-0.3282566,0.69724274,0.97034645,-0.50888443,-0.75988865,-0.6413746,NA,-0.4823656,-0.43979073,-0.609045,-1.6336985,-1.5510988,-1.7139854,-0.9788723,0.018672943
"Cer(44:1;O3)",0.09700489,-0.15135288,-0.18088245,-0.5119734,0.08499336,0.30939102,-0.06258297,NA,-0.60994434,-0.643693,-0.37552357,-0.1326971,0.41907787,-0.20282078,1.0132246,0.61820984,0.01516819,-0.17944908,NA,0.44109058,NA,0.45851994,0.66115093,0.34631443,0.10064888,-0.0407362,-0.39278793,0.28030586,-0.1579256,-0.042089462,0.217206,0.6779299,0.7254896,0.12995052,0.8388643,0.40460587,0.09455395,0.61928654,-0.16955566,-0.19449711,-0.31924343,1.070941,-0.21573162,-0.0779047,NA,-0.111367226,-0.032538414,-0.0365057
"Cer(45:0;O3)",-0.001861572,0.014673233,0.5922661,-0.16258335,0.464633,0.48429585,0.63848114,NA,-1.0294514,-0.45781708,-0.6186466,-0.21088123,0.26263523,-14.597883,-14.306822,0.081557274,0.18599796,-0.45655918,-15.06278,-14.311943,1.4810734,0.19392967,0.31379318,0.103526115,NA,NA,-0.08351135,-0.007266998,0.001861572,-0.019727707,0.29164124,0.114990234,0.14141273,0.06733799,1.5955486,0.91304016,0.6924782,0.40140343,-0.3872242,-0.6814985,-0.9378395,0.89292526,-0.4442854,-1.1338301,-15.254593,-15.046766,-0.118639946,-0.561327
"Cer(46:0;O2)",1.908607,0.3614297,-0.25933886,0.8499007,0.20253801,1.6183143,1.1388087,2.6796966,-0.061689854,-15.852001,-15.196318,-15.079769,-0.29866457,-0.489264,0.7901616,-13.985798,-14.623503,-1.9544024,NA,1.081099,1.5451388,0.7162633,-0.049111843,-1.0139003,-14.535206,1.1885667,-14.462873,0.9592471,0.56012774,0.75235796,0.7335429,NA,0.44203615,0.2946477,1.9758639,1.3766675,0.37755823,-14.596649,0.36727953,-0.85096407,-14.946156,0.708611,NA,-0.4880538,-0.1078763,0.049111843,-0.2641282,-0.3587451
"Cer(46:0;O3)",NA,0.25366974,-0.000526,0.417305,0.29922485,0.61969566,0.32962227,NA,-0.95051956,-0.5486126,-0.30712318,-0.16632843,-0.001304627,-0.3206749,-0.062028885,0.25500298,-0.48038673,-0.5998993,0.07565689,0.012207031,NA,0.05150795,NA,-0.09069061,0.61839485,0.40083694,0.08296585,0.37610435,-0.09539986,0.2375946,0.5143509,0.19345665,-0.05615425,-0.3483448,0.4567833,0.4384632,0.000526,0.002286911,-0.37423325,-0.5774193,-0.7481518,0.55345345,-0.7767792,-0.9096031,-0.479702,-0.33873177,-0.29375267,NA
"Cer(46:1;O3)",0.9691353,-0.46447372,-0.40747643,-0.38156033,-0.24636173,0.38997746,0.5566263,NA,-1.1200266,-0.7411766,-0.38698387,0.19742584,-0.001683235,-0.59914684,0.5763235,0.13532734,0.0861578,-1.0458708,0.43853664,0.41225624,1.3348036,0.001683235,-0.12955189,0.85491467,-0.014271736,0.17737675,-0.112345695,0.48604298,0.1993208,-0.24817944,-0.10390186,0.24398518,0.034428596,-0.17549324,1.1893663,1.0795717,0.4645071,0.40336514,-0.06095314,-0.49986458,-0.8759699,0.9130783,-0.28539085,NA,-0.48986053,-0.11023331,0.059329033,-0.25077438
"Cer(47:0;O3)",NA,NA,0.28556252,0.24164677,0.3031721,0.77144337,0.41182423,NA,-0.88354206,-0.5533438,-0.008879662,-0.07215786,-0.026083946,-0.1690464,0.011632919,0.005395889,-0.7899418,-0.5341835,-0.000262,0.21894169,0.59232616,0.000262,-0.2799015,-0.22505951,NA,0.34903717,0.14614677,0.43577385,-0.017521858,0.2816391,0.24823475,0.07790089,-0.4004078,-0.4191332,0.9372568,0.7914963,0.014994621,0.13270092,-0.14922905,-0.5131397,NA,0.7332201,-0.7179575,NA,-0.57278156,-0.14663506,-0.2808323,-0.36583424
"Cer(48:0;O3)",NA,0.44037247,0.15508652,0.5910511,0.22021294,0.7195282,0.28211403,NA,-0.89004517,-0.6064186,-0.10816765,0.03461075,-0.3399105,-0.33557987,-0.10542393,0.20948505,-0.7410345,-0.8606739,-0.24957848,0.2052784,0.4394455,-0.16349411,-0.35585213,-0.4976158,0.59049606,0.53486824,0.17986107,0.24023819,0.008907318,0.2731018,0.074028015,0.23492241,-0.34317017,-0.41970634,0.9728298,0.3801508,0.028814316,-0.034132004,-0.394989,-0.7363415,-0.72091484,0.53281784,-0.93289375,-0.8845234,-0.4405632,-0.008907318,-0.1824646,-0.39274597
"Cer(48:1;O3)",1.3052387,0.06303787,0.34812164,0.7306948,0.18489456,0.8822336,0.6346073,NA,-1.3556814,-0.54674625,-0.19703197,0.28520584,0.6695976,-0.45127106,0.3036251,0.20553684,-0.10845661,-0.046139717,0.36691475,-0.06441879,NA,-0.024607658,-0.1930685,0.19634724,NA,-0.07227898,-0.16710567,0.024607658,-0.2472601,-0.17576313,0.19303513,-0.15310955,0.588418,-0.26551437,0.9094372,-0.13738537,0.5422363,0.20069599,-0.2127924,-0.5255394,-0.8952017,0.7398815,-0.27063656,-0.62542534,-0.86778164,-0.37691975,-0.41483784,0.05716896
"DG(18:1_18:2)",0.15490532,-0.7946358,-1.1820374,-0.027505875,-0.79291916,0.13094902,18.469414,-1.24366,-1.6804466,-1.2471352,-1.3144875,17.099335,16.964645,-0.45406914,-0.31071472,19.187067,19.41088,17.417376,18.790932,18.504663,17.804356,18.546818,17.848846,18.514761,0.027507782,-0.3116169,-0.6026001,-1.0747185,-0.92188454,-1.258522,-1.8629551,17.965666,17.847918,-2.2644463,19.610033,18.0769,18.471058,0.045986176,-0.83372307,18.223108,19.315163,0.9860153,-1.3728981,NA,NA,-1.1940079,-1.3543701,-1.47546
"DG(18:1_22:6)",1.3429279,0.39338684,0.00598526,1.1605167,0.39510345,1.3189716,-0.37874413,NA,-0.492424,-0.05911255,-0.12646484,0.32170868,-0.06955147,0.7339535,0.8773079,0.87895966,-0.0625,-0.27497482,-0.16563416,-0.12753677,-0.5110836,-0.46270752,-0.6783066,NA,1.2155304,0.8764057,0.5854225,0.11330414,0.26613808,-0.07049942,-0.6749325,-0.8171234,-0.84493256,NA,-0.0335598,-0.9698143,NA,1.2340088,0.35429955,-0.117773056,0.3988285,2.174038,-0.18487549,NA,NA,-0.00598526,-0.1663475,-0.28743744
"DG(18:2_18:2)",1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,21.40463,-0.75974846,-0.7875576,-1.0190487,21.576927,-0.91243935,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.12750053,-0.999176,0.5667591,NA,-0.10897255,-0.23006248
"DGTS(21:2)",0.054460526,16.570494,-1.2824821,-0.12795067,-0.89336395,17.774143,14.9631405,-1.3441048,-1.7808914,-1.34758,16.976723,17.537136,17.068998,18.000023,14.636859,18.158504,NA,14.359932,NA,17.937521,14.727329,16.137348,15.543186,16.928822,-0.07293701,-0.4120617,-0.7030449,-1.1751633,-1.0223293,-1.3589668,-1.9633999,-2.1055908,NA,-2.364891,-1.3220272,-2.2582817,15.782091,-0.05445862,-0.93416786,16.950663,17.967188,20.232277,-1.4733429,-2.3450184,18.087383,18.225388,17.018349,-1.5759048
"DGTS(38:2)",1.7673454,1.095871,0.8216286,1.7618923,0.6990452,0.93138885,-0.48251152,-0.060005188,-0.025396347,0.029506683,-0.46302795,-0.4433117,0.5395069,0.6136551,0.9123764,0.43232918,0.13106537,0.117702484,-0.23512077,-0.53094864,NA,-0.06738663,-0.31210136,-0.7618542,1.0657825,0.8767376,0.80851364,0.81973076,1.0049782,NA,-1.392355,-1.0154476,-1.234211,-0.5393753,NA,-0.57416916,-0.04450035,0.5560589,0.5746994,0.13007164,0.6505699,NA,-0.52163124,-0.28063774,-0.68117905,-0.86571884,-0.34482765,-0.33452034
"FA16:0",-2.2871265,0.06594467,0.3492279,NA,-2.5286312,0.6653156,-3.5045395,-0.78466606,-1.391758,-2.795988,-0.116968155,0.048574448,0.61587524,0.53227997,NA,1.2807178,-0.03661537,0.72595406,0.034183502,-0.002759934,0.07916832,0.42556763,-0.14782524,0.49930382,0.5331402,0.51930046,-0.068502426,0.059568405,0.08665657,0.12926102,-1.1503258,-1.7224693,-1.7424431,-0.50081635,-22.630713,-21.426624,0.26023293,NA,0.1665039,0.38477898,0.002759934,NA,-1.0395851,-0.7401314,-0.28297615,0.6684475,-0.05847931,-0.5143986
"FA16:1",0.8274145,0.14662647,-0.54088116,0.4242487,0.5446787,0.96861744,-0.1515379,0.8130045,-0.8915243,-0.76202106,-0.030684471,0.15336323,-0.53872395,-0.34408474,-0.5919771,-0.37806606,-0.3783846,NA,-0.6150408,-0.29937267,0.19107533,-0.39397335,NA,-0.3598833,0.051337242,0.20328999,0.13986492,0.5688524,0.35546017,0.49592686,0.090353966,0.6475439,1.3183813,0.31333637,1.3101301,1.169755,-1.0363913,-0.5183115,-0.6479559,-1.2022734,-0.5882788,NA,0.053326607,-0.9676504,-0.73289585,-0.7062044,-0.76606274,-0.27712727
"FA16:4",-0.9112272,-1.3218298,-0.3108225,-0.014081001,-1.4262209,-1.0737429,-0.27239323,-0.9256582,-1.6484747,-0.71550465,0.4293146,-0.22879696,0.436965,0.014081001,-0.077275276,NA,0.123885155,0.095757484,0.23489094,0.4677229,1.3034773,0.108727455,0.436965,1.1347647,-0.8974104,-0.40531063,-0.57004833,-0.066845894,-0.46235752,NA,-0.72983265,-0.061160088,-0.6366682,0.1299715,NA,-1.4099169,0.32897854,0.436965,0.81945133,NA,0.7169428,1.4029093,0.18430996,0.07664204,0.6872854,0.7146158,0.9490042,0.53662777
"FA17:0",0.52730322,0.256940365,0.073592663,0.1329178825,NA,NA,-0.53311205,-0.267217158,-1.36244725,-1.06855728,-0.373731135,-0.27820826,0.019043445,0.1699995975,0.24856806,NA,NA,0.334946155,NA,0.34499788,0.06497049,0.38233233,0.31225443,0.340417385,0.315018175,0.384818555,-0.2523303,-0.0417618755,-0.056431292,0.015417575,-0.98273799,0.13146067,0.086096285,-0.698169235,-0.572303295,0.23602438,-0.380057815,0.31356954,-0.55742121,-0.1047453865,-0.539601815,0.9739308,-0.942180155,-0.57301568,-0.0690722445,0.1004290585,0.0623269065,-0.28485155
"FA17:1",1.5434294,0.8654928,-0.13775158,0.7688799,1.2158346,1.6308832,0.061564445,0.55951786,-0.6829462,-0.50716686,-0.39617252,-0.24875546,-0.21054554,-0.21939182,-0.12418461,0.047255516,-0.3252554,NA,-0.33700657,-0.044270515,-0.025826454,-0.14694881,NA,-0.19250965,0.6824465,0.5920172,0.4593382,0.9080782,1.0036402,0.8449888,0.14879704,0.025826454,1.470294,0.60402584,1.280158,1.4826193,-0.51520634,-0.23587704,-0.56709576,-0.7245188,-0.52379704,NA,NA,NA,-0.6650629,-0.58988094,-0.6125021,-0.40949535
"FA18:0",0.28833866,0.033438683,0.22562695,0.35184574,NA,NA,-0.76959896,-0.65461445,-1.2364359,-1.1365004,-0.48490238,-0.3511858,0.4418497,0.4150896,0.59037304,NA,NA,0.31003284,-0.079068184,NA,-0.007948875,0.3570261,-0.69295025,-0.18536091,0.53795147,0.5237303,0.12016773,0.1223402,0.007948875,0.29705524,0.09394932,0.3356924,NA,-0.6120882,-1.2479868,-0.08466816,-0.21530437,0.42512417,-0.2212019,0.15428066,-0.6806593,1.2081041,-1.3178358,-0.9837675,-0.14101696,0.12922764,-0.63486385,-0.6613035
"FA18:1",0.5824399,0.725225,0.54166174,NA,0.491158963,1.11833812,0.37285185,0.18010184,-0.3979611325,-1.35578495,-0.14774561,-1.457404585,0.4595856785,0.65616943,-9.6540491,0.265495775,-9.631853975,0.3355155,-0.57477235,-0.46284149,-0.031863689,0.36074971,-1.988448635,-2.91617401,0.64679,0.9707179,-9.363686615,-9.10704795,0.52152299,1.1906209,0.207915785,-9.723816105,-1.20513392,NA,-9.82387643,-9.180873025,-0.027847775,0.29305221,-0.1436428985,NA,0.352269655,NA,0.53298902,-0.69323206,-0.37418508,-0.3371081,-0.05488444,-0.219728945
"FA18:2",0.19053268,-0.31312752,0.12534904,1.1617146,-0.012533188,0.64307785,-0.07889938,0.49370193,-0.8536377,-0.6928768,-0.6257801,-0.47585297,0.26742744,0.41825485,-0.57065773,-0.63067055,-0.026361465,-0.04014969,-0.3500061,0.06399536,-0.41049957,0.20917511,-0.038799286,0.22903252,0.38134766,0.77446365,0.6495018,1.3685131,0.124139786,1.3025017,0.15119171,0.09740448,0.3616352,-0.15686035,NA,0.36082077,-1.1300831,-0.56809235,-0.40942,-1.1162891,0.19804001,0.564312,-0.07339668,-0.5590439,-0.46715546,-0.6184902,-0.54626274,0.012533188
"FA19:0",0.07962799,0.00982952,0.0010147095,0.3099699,-0.3436203,0.545222285,-0.876899715,-0.71672155,-1.56068515,-1.14028265,-0.36966991,-0.324213975,0.161231996,NA,0.250430109,NA,NA,0.22454071,0.06234932,0.223731995,-0.144477845,0.466875075,0.2305173875,0.46685505,-0.36556338,0.388679505,-0.052028655,-0.22831442,-0.119000435,0.3602428455,0.1582460395,0.2061500555,-0.01888179,NA,-0.286883355,-0.08594989,-0.439418795,0.32286167,-0.3001880755,-0.18484117,-0.410192505,NA,NA,-0.25043965,-0.136380195,0.0470047,0.10861683,-0.20221805
"FA19:1",0.729253775,-7.9035362,-0.2351551065,NA,0.530450835,-7.40344205,-0.136959075,0.075765615,-1.0702419,-0.8791685,-0.34218121,-0.37450981,-8.1399081,0.148365975,-8.086560935,-7.6736502,-0.039606095,-7.88153645,-0.088058475,NA,0.1317310365,-0.386698725,-8.0494897,-8.20387315,0.26994419,0.5108385,0.168262485,0.94953822,0.631560325,0.912817975,0.462898265,0.460039138,0.7986517,-8.44788775,-8.19902775,-7.67297115,NA,-8.25777175,-8.53906275,-8.61430519,-8.4932867,NA,-0.058994292,-0.683791165,-0.410327915,NA,-0.37015056,-0.147857665
"FA20:0",-0.046842575,0.16431618,-0.28881645,NA,-0.39289665,NA,-0.39693832,-0.42406082,-1.3907156,NA,-0.33917046,-0.266716,0.06655693,0.17776775,NA,NA,NA,0.42194557,0.08519554,0.41288948,0.7012615,0.47060585,NA,0.46884155,0.25030518,0.29130936,-0.16119957,NA,NA,0.10064888,0.15275192,0.31399536,-0.096476555,-0.6121292,-0.8678093,NA,NA,0.18886185,NA,0.045907974,-0.20450783,NA,NA,NA,-0.037469864,0.17320442,0.17619896,0.020811081
"FA20:1",0.4092636,-0.12880135,-0.2596569,0.39247894,0.15562057,0.756258,0.38428688,0.6407242,-0.37516785,-0.15283966,0.21404648,0.34483147,-0.004556656,-0.10441589,NA,-0.25235176,0.02388382,-0.15800095,-0.10307312,0.32058144,0.11869812,0.19891739,0.44275665,0.33693123,-0.014015198,0.3708992,0.004556656,0.8614063,-0.00850296,0.930233,0.1985836,0.4911785,1.2479591,-0.37251472,0.84246445,1.210743,-1.0558338,-1.0929108,-0.6873436,-1.0886097,-0.7380333,-0.15762329,-0.08285904,-0.4357586,-0.464571,-0.46319008,-0.49027824,0.00786972
"FA20:2",0.6137533,0.54329205,0.17535496,1.87008,0.8340883,1.540555,0.27139568,0.21712017,-0.55331707,-0.30566692,-0.7882719,-0.78984356,0.11083126,0.99722767,-1.0433264,-0.2326212,-0.34338856,0.5195055,-0.101368904,0.15286922,-0.3837347,0.51167965,0.75615025,0.43926144,0.3978052,0.46667767,0.3142252,1.2478533,0.25914097,1.2291574,-0.34338856,-0.24991322,0.70317554,-0.16034985,-0.4317522,0.85179996,NA,-0.8355837,-0.47123432,-0.6146002,-0.73299885,NA,-0.052046776,-0.65499973,-0.977664,-0.93882275,-0.67488194,-0.25415707
"FA20:3",1.14744614,-9.0057516965,-8.939877825,NA,0.7050823965,1.653308415,1.41521117,-8.8757324,-9.66867446,0.751267925,-0.82835055,-0.6151003925,0.90323496,1.541671215,-1.1114745,-0.98903225,NA,0.0477891,-9.54684167,-8.818249465,NA,-8.74843515,-9.508356015,-9.022716725,NA,1.28307867,1.2758832,2.6620488,0.642070278,2.45960185,-9.61867625,-9.65905745,-9.508685225,-0.5496649715,NA,-0.140783785,-0.87755726,-2.2734509,0.47478055,-0.9454607785,0.8456998035,0.59308288,-0.376821975,-9.7548418315,-0.07913923,-9.86761675,-9.647292165,-9.258507675
"FA20:4",17.273928,NA,16.598255,17.18569,NA,16.660189,14.76752,15.765371,14.212912,13.7598295,-1.0196686,-0.90312004,-0.542305,-0.4819126,-0.19085121,0.19085121,NA,-0.27934074,-0.94680977,-0.19597244,-0.63215065,-0.6376457,NA,-0.51441956,-0.35855675,-0.21271324,-0.28622437,-0.21435165,NA,-0.23621368,16.365953,15.391528,-0.75366974,17.069029,-1.0032635,0.20082474,-1.2050037,14.233629,-0.8141041,17.311441,-0.76950645,0.3280964,16.071413,16.510683,-1.1386223,14.278429,15.771807,-1.0937691
"FA20:5",2.169674,2.6060638,1.7832127,3.2585583,1.4517307,1.3622818,-0.15016556,-1.7803488,-0.312315,0.161026,-17.245716,-17.129168,-0.31826782,-16.70796,0.7459259,0.9089546,1.9243298,-16.505388,-17.172857,2.509575,1.1701603,-16.863693,0.39226913,-16.740467,-16.584604,-16.43876,0.47127914,0.37577057,0.15016556,0.9476261,0.56233406,0.6196003,-16.979717,-17.095053,3.556673,-0.28739452,-0.9759159,-16.646048,0.7700691,0.43806267,0.55641747,-15.897951,-0.35271645,-17.905685,-17.36467,0.38036728,-17.20246,-4.149109
"FA20:6",2.199026,2.6857052,2.5365677,3.2936325,2.1592674,2.0851498,0.9572296,3.467533,0.07061005,0.31441498,-1.7927876,-1.745162,-0.13115883,-0.7779541,-0.004745483,0.3683834,NA,-0.64759636,-1.478672,1.5352821,0.38415146,-0.65133476,-0.58194923,-1.2933722,-0.86520576,-1.0222607,-0.3285904,0.4908085,-0.279274,0.32164574,1.4653015,-0.05486679,-1.0287685,1.5637245,2.388176,-1.3084908,NA,0.39016533,-0.19175911,0.8578243,-0.070791245,-0.2657776,0.004745483,-0.43316078,-1.1825294,-0.44265556,0.17468643,0.30389977
"FA21:0",0.1494627,-0.153592108,-0.140015605,-0.10782242,-0.02842426,0.535269735,-0.7165642,-0.5333395,-1.4312458,-1.253543865,-0.597476,-0.427729605,0.3688135025,0.0695581435,0.21666336,NA,NA,0.20070839,0.034789086,0.274770736,0.23668003,0.32993698,0.142553325,0.381489755,-8.730283043,0.324907315,-0.246533407,0.179212575,NA,0.075336458,0.4773406965,0.37298869,0.23540785,-0.828660025,-0.437111865,-0.313117021,-0.346897125,0.1091356265,-0.23926926,-0.17720604,NA,NA,-0.533511175,-0.37041092,-0.22454548,-0.06827545,0.0052556995,-0.2846622455
"FA21:1",1.6181889,-0.18494987,1.9861107,NA,NA,-0.32738972,0.8611202,-15.085066,-0.053883553,0.12289333,0.9427681,-15.062891,-14.702076,1.8590698,1.1668358,-13.96892,2.1510315,0.83419895,-15.106581,NA,NA,-14.797417,-15.022293,-14.6741905,1.9470329,NA,-0.29186726,-0.28762722,NA,1.4685574,0.7577181,-14.745344,-14.913441,-15.028776,NA,-13.958946,-0.06629658,-14.579771,-3.3388357,-14.964897,1.8733139,-1.8777056,1.4671803,0.134511,1.5768166,NA,1.002491,1.7264309
