"Lipid","MF_KO_ET1","MF_KO_ET2","MF_KO_ET3","MF_KO_ET4","MF_KO_ET5","MF_KO_ET6","MM_KO_ET1","MM_KO_ET2","MM_KO_ET3","MM_KO_ET4","MM_KO_ET5","MM_KO_ET6","MF_WT_ET1","MF_WT_ET2","MF_WT_ET3","MF_WT_ET4","MF_WT_ET5","MF_WT_ET6","MM_WT_ET1","MM_WT_ET2","MM_WT_ET3","MM_WT_ET4","MM_WT_ET5","MM_WT_ET6","MF_KO_C1","MF_KO_C2","MF_KO_C3","MF_KO_C4","MF_KO_C5","MF_KO_C6","MM_KO_C1","MM_KO_C2","MM_KO_C3","MM_KO_C4","MM_KO_C5","MM_KO_C6","MF_WT_C1","MF_WT_C2","MF_WT_C3","MF_WT_C4","MF_WT_C5","MF_WT_C6","MM_WT_C1","MM_WT_C2","MM_WT_C3","MM_WT_C4","MM_WT_C5","MM_WT_C6"
"LPC(22:6_0:0)",0.9018688,0.29993439,0.20976639,0.547809615,0.387924195,NA,NA,-0.187431335,-0.33959294,0.14437294,0.055808065,0.03193093,-0.198331835,NA,NA,-0.69019223,-0.033760071,-0.263266565,0.037186621,-0.2254352575,0.05401897,NA,0.28084183,-0.261311515,-10.708108525,0.79158305,0.192525866,-11.283408615,NA,0.654882435,NA,-0.316140175,0.017679215,-0.7739258,-0.43094444,0.036395072,-0.554933545,0.149726865,0.05292225,-0.5891819,-0.12374877,NA,NA,0.376202585,0.122224815,0.079850195,0.25857067,NA
"LPC(24:0_0:0)",0.35663605,0.33884048,0.15083694,-0.12286186,-0.3930893,0.49466896,-0.47743797,-0.3969326,12.997885,13.25162,-0.4913063,-0.37475777,-0.013942719,0.04644966,0.33751106,NA,0.08150864,0.24902153,-0.4184475,0.33238983,-0.103788376,-0.10928345,NA,0.013942719,0.16980553,0.31564903,0.24213791,0.31401062,NA,0.2921486,-0.19387245,-0.057210922,-0.22530746,-0.34064293,NA,0.729187,-0.67664146,0.1083622,-0.2857418,-0.27676392,-0.24114418,NA,NA,NA,-0.61026,-0.4024334,-0.44804955,-0.5654068
"LPE(18:0)",0.64049816,NA,1.1255732,1.068286,0.53441334,1.148572,0.23866367,-17.860424,-18.744564,-0.7541952,-17.954796,0.56117153,1.2340021,-17.417042,1.1944056,0.127532,-17.38198,2.0027342,-17.881939,0.45531368,-17.56728,0.82643414,1.7127295,1.8020887,0.43890667,0.29492283,-17.221352,-17.149479,1.0464048,0.57596684,0.35602474,-17.520702,1.0172701,-0.14035892,-0.96051884,-16.734303,-0.73429966,-0.127532,-0.97811794,0.3764391,-0.179389,NA,-18.475029,0.7704344,-18.07375,-1.1537333,0.19879627,-18.028896
"LPE(20:4)",0.47270775,0.4549122,16.685963,-0.006790161,16.973124,0.61074066,-0.36136627,-0.2808609,-1.1650009,-1.0309181,-0.3752346,-0.25868607,0.10212898,0.16252136,0.45358276,NA,0.19758034,0.36509323,-0.3023758,0.44846153,NA,0.006788254,-0.21808815,0.13001442,0.28587723,0.43172073,0.3582096,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,0.2244339,-0.1696701,-0.16069221,-0.12507248,NA,-0.89546585,-1.0352039,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"LPI(18:0)",0.463171,0.44537544,0.2573719,NA,NA,0.6012039,-0.37090302,-0.29039764,-1.1745377,-1.0404549,-0.38477135,-0.2682228,0.09259224,0.15298462,0.44404602,NA,0.1880436,0.3555565,-0.31191254,0.4389248,0.002746582,-0.002748489,-0.2276249,0.12047768,0.27634048,0.422184,0.34867287,0.42054558,NA,0.39868355,-0.087337494,0.049324036,-0.11877251,-0.23410797,NA,0.83572197,-0.5701065,0.21489716,-0.17920685,-0.17022896,-0.13460922,NA,-0.9050026,-1.0447407,-0.50372505,-0.29589844,-0.3415146,-0.45887184
"PA(2:0_16:3)",0.06578255,0.049720764,-0.004175186,-0.9744892,-0.524992,NA,-0.38355827,-0.5202389,-1.1063862,-0.9258461,-0.28832626,-0.12349701,0.023984909,0.152565,0.41993523,NA,0.08244896,0.19716835,-0.00684166,-0.030197144,0.36307907,0.39928818,-0.015310288,0.47509193,-0.5440941,0.19646263,-0.024932861,0.07702446,-0.8569641,0.020608902,0.045970917,0.16451836,-0.23783684,0.24404907,NA,0.10282707,NA,0.26335335,0.068603516,0.004175186,-0.09989166,NA,-1.1248589,-0.6086235,-0.0724926,0.18604088,0.12399101,-0.16730309
"PC(14:0_18:2)",0.47270775,0.4549122,0.26690865,-0.006790161,-0.2770176,0.61074066,-0.36136627,-0.2808609,-1.1650009,-1.0309181,NA,-0.25868607,0.10212898,0.16252136,0.45358276,NA,0.19758034,0.36509323,-0.3023758,0.44846153,0.012283325,0.006788254,-0.21808815,0.13001442,0.28587723,0.43172073,0.3582096,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,0.2244339,-0.1696701,-0.16069221,-0.12507248,NA,-0.89546585,-1.0352039,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"PC(15:0_22:6)",1.4037342,0.45419312,NA,1.221323,0.45590973,1.3797779,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,-0.6141262,-0.75631714,-0.7841263,-1.0156174,NA,-0.909008,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.124069214,NA,NA,0.054821014,-0.10554123,-0.22663116
"PC(16:0_16:0)",0.08605003,0.06825447,-0.11974907,-0.39344788,-0.6636753,0.22408295,18.3858,NA,17.586227,17.737383,17.834211,18.024267,-0.28452873,-0.22413635,0.06692505,NA,-0.18907738,-0.021564484,-0.6890335,NA,-0.3743744,-0.37986946,-0.60474586,-0.2566433,-0.10078049,0.04506302,-0.028448105,0.043424606,NA,0.021562576,-0.46445847,-0.32779694,-0.49589348,-0.61122894,-0.7454872,NA,17.862782,17.919094,18.058489,18.246038,18.421385,18.032698,18.118267,-1.4218616,17.806923,17.199156,-0.71863556,-0.8359928
"PC(16:0_17:1)",0.463171,0.44537544,0.2573719,-0.016326904,-0.28655434,0.6012039,-0.37090302,-0.29039764,NA,NA,-0.38477135,-0.2682228,0.09259224,0.15298462,0.44404602,NA,0.1880436,0.3555565,-0.31191254,0.4389248,0.002746582,-0.002748489,-0.2276249,0.12047768,0.27634048,0.422184,0.34867287,0.42054558,NA,0.39868355,-0.087337494,0.049324036,-0.11877251,-0.23410797,-0.36836624,NA,-0.5701065,0.21489716,-0.17920685,-0.17022896,-0.13460922,NA,NA,NA,-0.50372505,-0.29589844,-0.3415146,-0.45887184
"PC(16:0_18:0)",0.84582233,1.0079641,1.3903284,0.74026775,0.25291157,0.6430731,-0.10698986,-18.183693,-0.98343563,-1.0885363,-1.2254686,-18.161518,0.30056286,NA,-0.056790352,NA,-0.004508019,0.29757595,-0.09275913,-17.454372,-0.6928911,-0.5707388,-18.120922,0.32461262,1.0327044,0.86903286,1.6316442,1.2879496,1.0242548,NA,0.004508019,0.75396824,0.38761425,NA,0.6354494,0.40281773,-1.0825949,0.84247303,-0.027928352,-0.4911642,-0.092520714,-0.9973259,0.16176128,0.35426044,-0.27727413,NA,0.23236752,-0.28485966
"PC(16:0_18:1)",-9.6032619,-10.08693043,-10.37463272,NA,-10.45203662,NA,-10.88113591,-10.67933003,-0.24630403,NA,1.11657763,1.37156819,0.26099634,1.24011565,1.59424735,1.23177673,0.7330699,NA,-10.745085925,NA,-10.76048065,-10.7390396,-10.95927715,-10.8442104,-9.76037715,1.5016446,-10.0392636,0.79282427,0.94297744,-10.34221956,-10.8874476,NA,-10.98816363,-11.16157815,-10.70727525,NA,0.72171067,NA,1.099109175,0.85247277,1.08923195,1.92010545,0.807906605,2.5760175,1.08545448,0.75272512,14.56814155,-10.87946607
"PC(16:0_18:2)",0.57113838,0.087470057,-0.2002325075,0.240183825,-0.277636536,0.628176685,-0.706734655,13.6259526,24.581826,25.5664755,11.42490555,11.597156825,-0.320390705,0.11155796,NA,0.520442965,-0.26913929,-0.291620255,-0.57068445,-0.17621708,-0.586079585,NA,-0.78487682,-0.669810285,0.4140243535,0.31738377,0.135136605,-0.064986235,NA,-0.167819025,13.87323018,-0.715810755,13.760841175,-0.9871769,-0.532874115,NA,11.0164834,11.75469488,NA,11.25763895,NA,12.46678745,25.56165,NA,14.0136949,25.6069385,13.543305635,13.7828815
"PC(16:0_20:3)",0.19631386,0.1785183,-0.009485245,-0.28318405,-0.5534115,0.33434677,20.749884,-0.5572548,20.10709,20.0016,-0.6516285,21.812996,-0.17426491,-0.11387253,0.17718887,NA,-0.07881355,0.08869934,-0.5787697,0.17206764,-0.26411057,-0.26960564,-0.49448204,-0.14637947,0.009483337,0.15532684,0.08181572,0.15368843,NA,0.1318264,-0.35419464,-0.21753311,-0.38562965,-0.5009651,-0.6352234,NA,20.538843,18.828276,20.223875,-0.4370861,-0.40146637,0.6961365,20.99997,-1.3115978,21.000027,20.867468,-0.60837173,-0.725729
"PC(16:0_20:4)",-21.530914,0.990324,-21.736713,-22.010412,-22.28064,1.1946507,0.7442074,NA,-0.008241653,0.28622818,0.24612236,0.3519764,-21.901493,0.41308784,0.4788475,0.76000786,0.95993805,-21.638529,0.309021,-21.55516,0.63830566,-21.996834,-22.22171,-21.873608,-21.717745,NA,-21.645412,-21.57354,NA,-21.595402,-22.081423,-21.944761,-22.112858,-22.228193,0.18852234,1.0139618,0.1357441,NA,0.09195328,0.1837368,0.39527702,0.30706596,0.10282707,0.4460907,0.30537605,0.008241653,-22.3356,-22.452957
"PC(16:0_20:5)",0.77548314,0.291814805,0.0041122435,0.444528585,NA,0.83252145,8.400654915,NA,7.46577847,8.5285212025,8.241117555,8.526976815,-0.116045952,0.31590271,0.53311062,NA,-0.0647945405,-0.087275505,-0.366339685,0.02812767,-0.38173485,-0.360294345,-0.58053205,NA,0.6183690775,0.521728515,0.3394813535,0.13935852,NA,0.036525727,-0.50870131,-0.51146603,-0.60941887,-0.78283215,NA,NA,-0.555991175,0.596886615,7.84434375,8.45186095,8.81241973,1.4409495,8.128623235,NA,NA,7.406511847,-0.381497375,-0.50072099
"PC(16:0_22:5)",0.19631386,0.1785183,-0.009485245,-0.28318405,-0.5534115,0.33434677,18.315935,-0.5572548,-1.4413948,18.205734,-0.6516285,-0.53507996,18.18097,-0.11387253,18.597857,0.5588913,-0.07881355,0.08869934,-0.5787697,0.17206764,-0.26411057,-0.26960564,-0.49448204,-0.14637947,0.009483337,0.15532684,0.08181572,0.15368843,NA,0.1318264,-0.35419464,-0.21753311,-0.38562965,-0.5009651,-0.6352234,NA,18.78385,-0.05195999,17.933552,18.213398,18.49689,0.6961365,18.096792,-1.3115978,17.914698,17.632929,-0.60837173,-0.725729
"PC(16:0_22:6)",-0.180999754,-0.66466806,13.22457617,13.497079765,-1.02977465,-0.123961445,9.929329,-1.2570667,9.4886435,23.0832605,12.84998705,12.9925518,-1.07252886,10.0828563,23.906051,10.250572385,10.04280955,13.0192889625,NA,-0.928355237,-1.33821774,-1.316777225,12.64006127,12.72427855,-0.33811379,-0.434754386,-0.617001548,-0.8171243425,NA,13.2461279925,12.63243947,NA,12.527316965,12.419859735,12.7532896,NA,23.3442065,10.30377695,9.79312635,23.6876675,9.9704623,10.656125025,23.7991335,12.1052209,10.03638865,9.64495845,12.831801425,12.7601823
"PC(16:1_18:2)",0.61977911,-8.685563555,-8.50525926,NA,0.95184658,-8.47009062,0.8999839,NA,-0.24631547,-0.428497785,-8.54279985,-0.0138421000000001,0.753768465,-8.50976451,NA,-7.9979613,0.485514155,1.15952065,0.692013247,0.8366399,-9.46763665,0.732532985,-8.66743118,-8.14103375,0.415281775,0.285113803,-8.2047002,-8.0568233,-8.960970325,-8.12803035,-8.32617335,-8.39593723,-8.2001157,-8.17146185,-8.84241835,NA,-8.86069516,-1.154798025,-0.362761975,0.308871746,0.138813495,NA,-0.77915715,0.615953902,NA,-9.28120475,0.40567447,-9.18489775
"PC(16:1_20:4)",-7.5400543,8.678331,7.943162,8.0876045,9.101397,-7.4020214,9.168095,NA,8.2579155,7.263092,8.512127,9.022751,8.96162,8.547068,NA,8.810542,8.932198,9.251759,-8.315138,-7.5643005,-8.000479,9.337637,9.053711,-7.8827477,-7.726885,-7.5810413,9.064716,-7.5826797,7.0402308,-7.604542,-8.090563,-7.9539013,-8.121998,-8.237333,-8.371592,NA,8.326143,-7.788328,-8.182432,8.447208,-8.137835,-7.0402317,7.7251225,9.388348,8.678614,-8.299124,8.035923,-8.462097
"PC(17:0_18:1)",0.47270775,0.4549122,0.26690865,-0.006790161,-0.2770176,0.61074066,-0.36136627,-0.2808609,NA,NA,-0.3752346,-0.25868607,0.10212898,0.16252136,0.45358276,NA,0.19758034,0.36509323,-0.3023758,0.44846153,0.012283325,0.006788254,-0.21808815,0.13001442,0.28587723,0.43172073,0.3582096,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,0.2244339,-0.1696701,-0.16069221,-0.12507248,NA,-0.89546585,-1.0352039,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"PC(17:0_18:2)",0.24046326,0.2226677,0.034664154,-0.23903465,-0.5092621,0.37849617,-0.59361076,-0.5131054,15.752888,-1.2631626,16.589746,17.141312,-0.13011551,-0.06972313,0.22133827,NA,-0.034664154,0.13284874,-0.5346203,0.21621704,-0.21996117,-0.22545624,-0.45033264,-0.10223007,0.053632736,0.19947624,0.12596512,0.19783783,NA,0.1759758,-0.31004524,-0.17338371,-0.34148026,-0.45681572,-0.591074,NA,17.050966,16.15466,-0.4019146,17.195675,16.839333,0.7402859,-1.1277103,17.556011,16.80986,-0.5186062,-0.56422234,-0.6815796
"PC(17:1_18:2)",1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.008745194,0.79475975,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,-0.6141262,-0.75631714,-0.7841263,-1.0156174,NA,-0.909008,-0.22593689,NA,0.41510582,-0.05696678,0.45963478,2.2348442,-0.124069214,NA,NA,0.054821014,-0.10554123,-0.22663116
"PC(18:0_18:1)",7.6480585,7.08401,-5.71840717,-5.27799093,-5.79581107,NA,NA,NA,17.907573,18.1808895,18.2394655,18.3902895,NA,5.70023094,5.834066148,6.18327303,-5.7873138,-5.8097947,-6.088858875,NA,NA,-6.08281355,-6.3030516,-6.18798485,NA,-5.20079094,-5.38303804,-5.58316073,5.45832775,-5.6859935,-6.23122055,-6.2339855,6.116037,6.282288,-6.0510487,NA,4.88970135,5.7728131,5.685853475,5.387350675,NA,6.29885065,NA,4.6834217,5.30608978,4.81032807,17.698673,5.1097645
"PC(18:0_18:2)",0.481860162,13.320117905,13.205206635,0.150905605,-0.36691475,0.53889847,24.621041,13.10332685,10.1041605,-0.970973015,10.9013611,10.84332585,11.096108275,11.309253745,0.239487645,0.431164735,-0.35841752,-0.3808984715,-0.659962655,-0.2654953,-0.675357825,-0.65391731,-0.87415505,NA,13.779113925,0.228105545,0.045858383,13.310960975,NA,-0.2570972415,12.67645544,-0.805089,12.83141693,-1.0764551,-0.62215235,NA,24.7555875,24.747918,11.12035578,-0.56519032,13.210520575,12.109669,10.52450575,-1.47183515,24.95891,10.306433875,13.3546374,12.71788975
"PC(18:0_20:1)",0.39221382,0.37441826,0.18641472,-0.08728409,-0.35751152,0.53024673,-0.4418602,-0.36135483,18.034378,18.14415,17.75159,18.336084,0.021635056,0.082027435,0.37308884,NA,0.11708641,0.2845993,-0.38286972,0.3679676,-0.0682106,-0.07370567,-0.29858208,0.049520493,0.2053833,0.3512268,0.27771568,0.3495884,NA,0.32772636,-0.15829468,-0.021633148,-0.18972969,-0.30506516,-0.43932343,NA,-0.6410637,0.14393997,-0.25016403,-0.24118614,-0.2055664,NA,-0.9759598,-1.1156979,-0.57468224,-0.36685562,-0.41247177,-0.529829
"PC(18:0_20:3)",0.86757086,0.38390255,0.09619999,0.536616305,0.018795965,0.924609165,-0.410302165,10.44861882,-0.8689594,NA,10.68068508,-0.00873565999999998,-0.023958207,0.4079904675,0.62519837,NA,0.027293205,0.00481224,-0.27425194,0.120215415,12.5220802,13.382907165,-0.48844434,-0.3733778035,0.71045685,0.61381625,0.43156909,0.23144627,NA,0.12861347,-0.41661359,-0.419378274,-0.517331125,-0.69074438,NA,NA,-0.46390343,NA,0.05206776,-0.179479598,0.09663105,1.53303722,-0.580417645,NA,-0.03264904,-0.18642044,NA,-0.40863322
"PC(18:0_20:4)",0.5150032,0.39338684,0.00598526,NA,NA,0.6530361,-0.31907082,-0.23856544,-0.492424,-0.98862267,-0.33293915,-0.21639061,0.14442444,0.20481682,0.49587822,NA,NA,0.4073887,-0.16563416,0.490757,-0.42955017,-0.43504524,-0.65992165,-0.31181908,NA,0.8764057,0.40050507,0.11330414,NA,-0.033613205,-0.51963425,-0.38297272,-0.55106926,-0.6664047,NA,NA,21.234211,22.267347,-0.12737465,-0.117773056,0.3988285,NA,-0.18487549,NA,NA,-0.00598526,-0.1663475,-0.28743744
"PC(18:0_22:4)",17.212425,16.943697,16.821634,16.312752,16.340225,NA,-0.61652184,-0.53601646,-1.4201565,-1.2860737,-0.63039017,-0.5138416,16.19981,15.835861,0.1984272,0.5801296,16.545238,16.921263,-0.55753136,0.19330597,-0.24287224,-0.24836731,-0.4732437,-0.12514114,NA,16.141087,17.073744,16.58981,16.393372,16.869255,-0.3329563,-0.19629478,-0.36439133,-0.4797268,-0.61398506,NA,-0.8157253,-0.030721664,-0.42482567,-0.41584778,NA,0.7173748,15.623703,-1.2903595,-0.7493439,-0.54151726,-0.5871334,16.216652
"PC(18:0_22:5)",0.35663605,0.33884048,0.15083694,-0.12286186,-0.3930893,0.49466896,-0.47743797,-0.3969326,17.760359,18.097301,16.872042,-0.37475777,-0.013942719,0.04644966,0.33751106,NA,0.08150864,0.24902153,-0.4184475,0.33238983,-0.103788376,-0.10928345,-0.33415985,0.013942719,0.16980553,0.31564903,0.24213791,0.31401062,NA,0.2921486,-0.19387245,-0.057210922,-0.22530746,-0.34064293,-0.4749012,NA,NA,0.1083622,-0.2857418,-0.27676392,-0.24114418,0.85645866,-1.0115376,-1.1512756,-0.61026,NA,-0.44804955,-0.5654068
"PC(18:0_22:6)",0.021684647,0.003889084,-0.18411446,-0.45781326,-0.7280407,0.15971756,-0.8123894,-0.731884,19.442312,19.702753,-0.8262577,-0.70970917,20.286697,19.781626,0.002559662,20.331621,20.774973,-0.08592987,NA,-0.002561569,-0.43873978,-0.44423485,-0.66911125,-0.32100868,20.79836,20.22828,-0.09281349,-0.02094078,-0.89603806,-0.04280281,-0.52882385,-0.39216232,-0.56025887,-0.67559433,-0.8098526,NA,NA,20.19196,19.824078,19.910715,19.872938,19.558561,20.073229,-1.486227,19.330505,19.027685,20.052807,-0.9003582
"PC(18:1_18:2)",0.3264408,0.30864525,0.12064171,-0.1530571,-0.42328453,0.46447372,-0.5076332,-0.42712784,NA,NA,-0.52150154,-0.404953,-0.044137955,0.016254425,0.30731583,NA,0.0513134,0.2188263,-0.44864273,0.3021946,-0.13398361,-0.13947868,-0.3643551,-0.016252518,0.13961029,0.2854538,0.21194267,0.28381538,NA,0.26195335,-0.22406769,-0.08740616,-0.2555027,-0.37083817,-0.50509644,NA,19.733635,19.65357,19.947952,NA,19.833635,19.941465,-1.0417328,-1.1814709,NA,-0.43262863,-0.47824478,-0.59560204
"PC(18:1_20:4)",0.89797401,0.41430569,0.126603127,10.3487215,0.049199105,11.14157295,-0.379899025,-0.1780929575,9.29701713,-0.554859137,9.715444715,9.995445475,0.006444931,0.4383935925,0.655601505,NA,0.057696342,0.035215375,-0.2438488,0.15061855,-0.259243965,-0.23780346,-0.45804119,-0.3429746535,NA,0.6442194,0.46197224,0.261849405,NA,0.159016607,-0.38621044,-0.388975144,-0.486927995,-0.66034128,NA,NA,-0.433500295,NA,0.082470895,-0.14907646,0.12703419,NA,-0.550014507,NA,NA,-0.156017303,-0.2590065,-0.37823008
"PC(18:1_22:6)",0.5150032,NA,0.3092041,0.035505295,-0.23472214,0.6530361,-0.31907082,-0.23856544,-1.1227055,-0.98862267,-0.33293915,-0.21639061,0.14442444,0.20481682,0.49587822,0.87758064,0.2398758,NA,-0.26008034,0.490757,0.05457878,0.04908371,-0.1757927,0.17230988,0.32817268,0.4740162,0.40050507,0.47237778,NA,0.45051575,-0.035505295,0.101156235,-0.06694031,-0.18227577,-0.31653404,NA,-0.5182743,0.26672935,-0.12737465,-0.11839676,-0.08277702,NA,-0.8531704,-0.9929085,-0.45189285,-0.24406624,-0.2896824,-0.40703964
"PC(18:2_18:2)",1.132674225,0.470183375,0.235522272,-8.57683565,0.7165985,-8.1888427,0.343693715,NA,-0.183047295,0.2259664525,0.476747505,0.790785815,-0.667499557,-8.705461285,-8.488253575,0.4523687315,-9.086158523,0.575224865,0.7035923,-8.99323641,-9.403099325,0.528091415,0.3801985,0.69721983,-8.40299535,-8.499635665,0.838596335,-0.256694805,-0.114894865,-0.106719973,0.5782385,NA,0.49271775,-9.80419635,-9.3498934225,-9.215976675,0.08915806,0.1304178,0.34593773,0.3019514,NA,1.018669185,0.05206013,NA,NA,0.0414934155,-9.402861275,-9.52208524
"PC(18:2_20:4)",0.111055374,0.09325981,-0.09474373,-0.36844254,-0.63866997,0.24908829,18.820072,-0.6425133,-1.5266533,18.020447,18.410805,18.487122,18.273798,17.674343,17.203249,0.4736328,-0.16407204,0.003440857,-0.66402817,0.08680916,-0.34936905,-0.35486412,-0.5797405,-0.23163795,-0.07577515,0.07006836,-0.003442764,0.06842995,NA,0.046567917,-0.43945312,-0.3027916,-0.47088814,-0.5862236,-0.7204819,NA,17.547058,17.087677,-0.5313225,17.828676,17.964155,0.610878,17.908186,-1.3968563,17.359535,-0.64801407,-0.6936302,-0.8109875
"PC(19:0_18:1)",0.39221382,0.37441826,0.18641472,-0.08728409,-0.35751152,0.53024673,-0.4418602,-0.36135483,-1.2454948,-1.111412,-0.45572853,-0.33918,0.021635056,0.082027435,0.37308884,NA,0.11708641,0.2845993,-0.38286972,0.3679676,17.493137,17.611721,-0.29858208,0.049520493,0.2053833,0.3512268,0.27771568,0.3495884,NA,0.32772636,17.736849,-0.021633148,-0.18972969,17.917398,-0.43932343,0.7647648,-0.6410637,0.14393997,-0.25016403,-0.24118614,-0.2055664,NA,-0.9759598,-1.1156979,-0.57468224,-0.36685562,-0.41247177,-0.529829
"PC(19:0_18:2)",-17.250778,0.24811935,0.116573334,-17.730276,-18.000504,-17.112745,-0.84697914,NA,-1.2610035,-0.47416878,0.791502,0.5762558,0.5553951,-0.049705505,1.4466476,0.28407097,0.22917747,0.8880596,1.3924294,1.0489712,0.76130104,-17.716698,-17.941574,-17.593472,NA,-17.291765,-17.365276,-17.293404,NA,-17.315266,-17.801287,-17.664625,-17.832722,-17.948057,2.034502,2.0130024,0.48353004,NA,0.17749405,0.33929634,0.34841347,0.049705505,-0.15552711,0.3892746,0.5635567,-0.08959389,0.56507874,0.5484581
"PC(19:0_20:4)",0.5150032,0.49720764,0.3092041,0.035505295,-0.23472214,0.6530361,-0.31907082,-0.23856544,-1.1227055,-0.98862267,-0.33293915,-0.21639061,0.14442444,0.20481682,0.49587822,NA,0.2398758,0.4073887,-0.26008034,0.490757,0.05457878,0.04908371,-0.1757927,0.17230988,0.32817268,0.4740162,0.40050507,0.47237778,NA,NA,-0.035505295,0.101156235,-0.06694031,-0.18227577,-0.31653404,NA,-0.5182743,0.26672935,-0.12737465,-0.11839676,-0.08277702,NA,-0.8531704,-0.9929085,-0.45189285,-0.24406624,-0.2896824,-0.40703964
"PC(20:4_22:6)",0.463171,0.44537544,0.2573719,-0.016326904,-0.28655434,0.6012039,-0.37090302,-0.29039764,15.331816,15.585398,-0.38477135,-0.2682228,0.09259224,NA,0.44404602,0.82574844,0.1880436,0.3555565,-0.31191254,0.4389248,0.002746582,-0.002748489,-0.2276249,0.12047768,0.27634048,0.422184,0.34867287,0.42054558,NA,0.39868355,-0.087337494,0.049324036,-0.11877251,-0.23410797,-0.36836624,NA,-0.5701065,0.21489716,-0.17920685,-0.17022896,-0.13460922,NA,-0.9050026,-1.0447407,-0.50372505,-0.29589844,-0.3415146,-0.45887184
"PC(21:4)",1.4037342,0.45419312,0.066791534,1.221323,0.45590973,1.3797779,-0.31793785,0.005168915,-0.43161774,0.001693726,-0.06565857,0.38251495,-0.008745194,NA,0.93811417,0.93976593,-0.001693726,-0.21416855,-0.10482788,-0.0667305,-0.45027733,-0.40190125,-0.6175003,-0.7354698,1.2763367,0.937212,0.6462288,0.17411041,0.32694435,-0.009693146,-0.6141262,-0.75631714,-0.7841263,-1.0156174,NA,-0.909008,-0.22593689,1.2948151,0.41510582,-0.05696678,0.45963478,2.2348442,-0.124069214,NA,NA,0.054821014,-0.10554123,-0.22663116
"PC(31:0)",-15.5472115,-16.496754,-9.14923907,-8.44274015,-8.73934613,-8.47056595,0.383469105,0.655585765,-0.16142321,-0.154223925,-0.182843215,0.7046485,NA,-8.00105625,-16.0128325,-16.011181,-9.960164425,-8.93432805,0.822103,0.81128072,-0.2530832265,0.368078708,0.090385915,NA,-15.67461,-8.705230425,-8.91596235,0.5771045565,-6.72270265,0.447083465,0.62633753,NA,0.241531375,-0.027592185,0.86384155,-0.0394969,NA,-15.6561315,-9.0003811,-9.287380975,-9.391015135,-14.7161025,-7.2483495,-0.41580865,NA,-7.319660625,-7.2146028,-7.17677628
"PC(34:1)",0.99514055,1.9339662,1.7371793,2.2461057,0.1695714,2.233395,-16.623976,1.138289,-16.737656,0.75378656,-16.371696,1.6128831,-16.314783,-15.511278,0.5789838,-0.051334858,-0.28070974,-0.06337118,-16.410866,-16.372768,-16.756315,0.73906374,0.051334858,0.14044237,1.2868104,NA,1.0160108,1.3156724,1.386231,0.7108369,-16.920164,-17.062355,-17.090164,-17.321655,NA,-17.215046,-16.531975,0.21962309,0.5313134,-16.363005,0.42332697,-0.35448027,0.107960224,-0.11513662,-15.735847,-16.251217,0.6756253,0.8279729
"PC(34:4)",1.3875256,0.43798447,0.050582886,1.2051144,0.43970108,1.3635693,-0.3341465,-0.011039734,-0.4478264,-0.014514923,-0.08186722,NA,-0.024953842,0.7785511,0.9219055,0.9235573,-0.017902374,-0.2303772,-0.12103653,NA,-0.46648598,-0.4181099,-0.63370895,-0.75167847,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,-0.63033485,-0.7725258,-0.80033493,-1.031826,NA,-0.9252167,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,NA,-1.0119534,0.5539818,0.038612366,-0.12174988,-0.24283981
"PC(35:0)",-17.648449,0.5660162,0.8362417,-17.83086,-18.596272,-17.672405,0.3366766,-19.047012,0.5472326,0.072146416,-19.11784,-18.669666,0.31547642,0.4937296,-18.114067,-18.112415,0.039565086,0.3285265,0.409976,-0.043826103,-0.60008717,0.08038235,0.36843777,-0.089627266,-17.775845,-18.114971,-18.405952,-18.87807,-18.725239,NA,-0.18035984,-0.006308556,0.14610195,0.4282179,NA,0.21164227,-19.278118,-17.757366,0.67512417,0.006308556,0.5936918,-16.817337,0.083535194,0.22250271,0.045466423,0.014113426,-0.01906681,0.28252506
